,07/23/21 00:01:00,07/23/21 00:16:00,07/23/21 00:31:00,07/23/21 00:46:00,07/23/21 01:01:00,07/23/21 01:16:00,07/23/21 01:31:00,07/23/21 01:46:00,07/23/21 02:01:00,07/23/21 02:16:00,07/23/21 02:31:00,07/23/21 02:46:00,07/23/21 03:01:00,07/23/21 03:16:00,07/23/21 03:31:00,07/23/21 03:46:00,07/23/21 04:01:00,07/23/21 04:16:00,07/23/21 04:31:00,07/23/21 04:46:00,07/23/21 05:01:00,07/23/21 05:16:00,07/23/21 05:31:00,07/23/21 05:46:00,07/23/21 06:01:00,07/23/21 06:16:00,07/23/21 06:31:00,07/23/21 06:46:00,07/23/21 07:01:00,07/23/21 07:16:00,07/23/21 07:31:00,07/23/21 07:46:00,07/23/21 08:01:00,07/23/21 08:16:00,07/23/21 08:31:00,07/23/21 08:46:00,07/23/21 09:01:00,07/23/21 09:16:00,07/23/21 09:31:00,07/23/21 09:46:00,07/23/21 10:01:00,07/23/21 10:16:00,07/23/21 10:31:00,07/23/21 10:46:00,07/23/21 11:01:00,07/23/21 11:16:00,07/23/21 11:31:00,07/23/21 11:46:00,07/23/21 12:01:00,07/23/21 12:16:00,07/23/21 12:31:00,07/23/21 12:46:00,07/23/21 13:01:00,07/23/21 13:16:00,07/23/21 13:31:00,07/23/21 13:46:00,07/23/21 14:01:00,07/23/21 14:16:00,07/23/21 14:31:00,07/23/21 14:46:00,07/23/21 15:01:00,07/23/21 15:16:00,07/23/21 15:31:00,07/23/21 15:46:00,07/23/21 16:01:00,07/23/21 16:16:00,07/23/21 16:31:00,07/23/21 16:46:00,07/23/21 17:01:00,07/23/21 17:16:00,07/23/21 17:31:00,07/23/21 17:46:00,07/23/21 18:01:00,07/23/21 18:16:00,07/23/21 18:31:00,07/23/21 18:46:00,07/23/21 19:01:00,07/23/21 19:16:00,07/23/21 19:31:00,07/23/21 19:46:00,07/23/21 20:01:00,07/23/21 20:16:00,07/23/21 20:31:00,07/23/21 20:46:00,07/23/21 21:01:00,07/23/21 21:16:00,07/23/21 21:31:00,07/23/21 21:46:00,07/23/21 22:01:00,07/23/21 22:16:00,07/23/21 22:31:00,07/23/21 22:46:00,07/23/21 23:01:00,07/23/21 23:16:00,07/23/21 23:31:00,07/23/21 23:46:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947870900968676,1.2013440624476737,1.1737465825851172,1.1834539523652077,1.1795476656864454,1.1912705807464363,1.1846656428324487,1.173691294185396,1.1856754514423986,1.1757613343105469,1.1888100514097213,1.198569581000755,1.2113115847957425,1.2034442157670935,1.2020091468102903,1.20540673308525,1.185968823238601,1.239607527749035,1.1613569213949972,1.0927364226247884,1.014400543270682,0.9367705136713269,0.880888610380829,0.8407492390537951,0.7930942496471414,0.741130631545112,0.7110440143684951,0.6744376796040639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915714045138229,1.1548934597698244,1.1399589896192552,1.1516282501132742,1.1407181104442972,1.151732670149345,1.1470990759253439,1.1366228891268522,1.1504885286136464,1.1415854760172854,1.1526476406462003,1.1605592543393517,1.171000158386412,1.1606674738752336,1.1658664003313335,1.1698992585612673,1.1605478104686062,1.2102964480767104,1.132526025197137,1.0610015327136464,0.9812240384880178,0.9147619644841388,0.8607496024410861,0.8181127138912007,0.7776458789165636,0.7279139160268403,0.6993922880963646,0.6615757394377989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9165373944260822,1.1526237008436486,1.1395096527918258,1.1527695403438267,1.1399566357512043,1.1504766440836913,1.1458684795329668,1.135648501205182,1.1494849953188333,1.1411940874373654,1.1521836473179623,1.1611959352761358,1.1693300249468843,1.1592569535748298,1.1665685167537396,1.1702662455389683,1.1611787296134304,1.2092713685695535,1.1322979892221474,1.0624949555160885,0.979669525982817,0.9151503526861375,0.861396712621508,0.8162688653967418,0.7801703688282844,0.7288839843030173,0.7020263707836041,0.6625595161342119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8191928980393185,2.3063598503308933,3.791483603874704,4.805376249790695,4.694986330340469,4.733815809460831,4.718190662745782,4.765082322985745,4.738662571329795,4.694765176741584,4.742701805769594,4.703045337242187,4.755240205638885,4.79427832400302,4.84524633918297,4.813776863068374,4.808036587241161,4.821626932341,4.743875292954404,4.95843011099614,4.645427685579989,4.370945690499154,4.057602173082728,3.7470820546853076,3.523554441523316,3.3629969562151802,3.1723769985885655,2.992798041662018,2.8847755107574975,2.7351900495771333,2.6371393362388154,2.5432824333352997,2.5012733920130112,2.3500206221890734,2.325929060991553,2.2318866596566598,2.1379926185234988,2.0623295213246187
mean_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8013280688857601,2.2295430013731843,3.662856180552916,4.6195738390792975,4.559835958477021,4.606513000453097,4.562872441777189,4.60693068059738,4.5883963037013755,4.546491556507409,4.6019541144545855,4.566341904069142,4.610590562584801,4.642237017357407,4.684000633545648,4.6426698955009345,4.663465601325334,4.679597034245069,4.642191241874425,4.841185792306842,4.530104100788548,4.244006130854586,3.924896153952071,3.6590478579365553,3.4429984097643445,3.2734577346536793,3.1025410549965784,2.91544785452568,2.80508737715777,2.647342682435337,2.54719544971116,2.4634083551885917,2.3987813284626873,2.2946656046500733,2.227910851578075,2.1309265776971285,2.0764000551512063,2.002291667754581
median_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8010746791541692,2.22638051057033,3.6661495777043287,4.6104948033745945,4.558038611167303,4.611078161375307,4.559826543004817,4.601906576334765,4.583473918131867,4.542594004820728,4.597939981275333,4.564776349749462,4.608734589271849,4.644783741104543,4.677320099787537,4.637027814299319,4.6662740670149585,4.681064982155873,4.6447149184537215,4.837085474278214,4.52919195688859,4.249979822064354,3.918678103931268,3.66060141074455,3.445586850486032,3.269605078155163,3.102067042824307,2.9163090073853217,2.801752457591842,2.646682081323311,2.548746596174924,2.462105238885012,2.3969813563062377,2.2959855165495138,2.2282369646430435,2.1306903413141023,2.0755930772028535,2.0047429794481406
max_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.276771592157274,9.225439401323573,15.165934415498816,19.22150499916278,18.779945321361875,18.935263237843323,18.872762650983127,19.06032929194298,18.95465028531918,18.779060706966337,18.970807223078378,18.81218134896875,19.02096082255554,19.17711329601208,19.38098535673188,19.255107452273496,19.232146348964644,19.286507729364,18.975501171817616,19.83372044398456,18.581710742319956,17.483782761996615,16.23040869233091,14.98832821874123,14.094217766093264,13.451987824860721,12.689507994354262,11.971192166648072,11.53910204302999,10.940760198308533,10.548557344955261,10.173129733341199,10.005093568052045,9.400082488756293,9.303716243966212,8.927546638626639,8.551970474093995,8.249318085298475
mean_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.204748486838713,8.918172005492737,14.651424722211663,18.47829535631719,18.239343833908084,18.426052001812387,18.251489767108755,18.42772272238952,18.353585214805502,18.185966226029635,18.407816457818342,18.265367616276567,18.442362250339205,18.568948069429627,18.736002534182592,18.570679582003738,18.653862405301336,18.718388136980277,18.5687649674977,19.364743169227367,18.12041640315419,16.976024523418342,15.699584615808284,14.636191431746221,13.771993639057378,13.093830938614717,12.410164219986314,11.66179141810272,11.22034950863108,10.589370729741349,10.18878179884464,9.853633420754367,9.59512531385075,9.178662418600293,8.9116434063123,8.523706310788514,8.305600220604825,8.009166671018324
median_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2050155852333138,8.90552204228132,14.664598310817315,18.441979213498378,18.232154444669213,18.444312645501228,18.23930617201927,18.40762630533906,18.33389567252747,18.170376019282912,18.391759925101333,18.259105398997846,18.434938357087397,18.579134964418174,18.70928039915015,18.548111257197277,18.665096268059834,18.724259928623493,18.578859673814886,19.348341897112856,18.11676782755436,16.999919288257416,15.674712415725072,14.6424056429782,13.782347401944127,13.078420312620652,12.408268171297228,11.665236029541287,11.207009830367369,10.586728325293244,10.194986384699696,9.848420955540048,9.58792542522495,9.183942066198055,8.912947858572174,8.52276136525641,8.302372308811414,8.018971917792562
max_env_ch1,0.9985357378787735,0.9861509307934558,0.9971447674743805,1.0133537114279003,0.9962430648983073,1.0069247562413512,0.9857267947098225,0.9965959001661738,0.9974847739574316,0.9980988298041872,0.993518000516815,1.0078348362255842,1.0056995939021667,1.0060362793374702,1.0131578031493527,1.0127165010061088,1.017195844682247,1.0001943362069325,1.0227020772238633,1.024462832297864,1.03638659212136,1.0325312596973195,1.018944809137349,1.00904234774688,1.0179215876905057,1.0388475384327578,1.0209779702073534,1.0222270254469714,1.0002839980918097,1.0104196760641635,1.0166457426650193,1.0107804498634978,1.03315846050738,1.0199792931076321,1.0160189153526245,1.0250577298787857,1.0218303597012361,1.0030615447466145,1.006193957772894,1.00739925259561,0.9915030763684325,0.9789833327234425,0.9540751277374544,0.9649921405714538,0.9426365467078672,0.9257835170889571,0.9049519091844453,0.8861140742043981,0.8807939805449709,0.8829747069564452,0.9262953369613155,1.1416715455526443,1.4161298351976173,1.8037219876622594,1.9756546578878316,1.749654344494515,1.869544464692344,2.2593408496223693,13.107086368629096,36.90175760529429,60.66373766199526,76.88601999665111,75.1197812854475,75.74105295137329,75.4910506039325,76.24131716777192,75.81860114127672,75.11624282786535,75.88322889231351,75.248725395875,76.08384329022216,76.70845318404832,77.52394142692752,77.02042980909398,76.92858539585858,77.146030917456,75.90200468727046,79.33488177593824,74.32684296927982,69.93513104798646,64.92163476932365,59.95331287496492,56.376871064373056,53.807951299442884,50.75803197741705,47.88476866659229,46.15640817211996,43.76304079323413,42.194229379821046,40.692518933364795,40.02037427220818,37.600329955025174,37.21486497586485,35.710186554506556,34.20788189637598,32.9972723411939
