,8/13/2023 0:00,8/13/2023 0:15,8/13/2023 0:30,8/13/2023 0:45,8/13/2023 1:00,8/13/2023 1:15,8/13/2023 1:30,8/13/2023 1:45,8/13/2023 2:00,8/13/2023 2:15,8/13/2023 2:30,8/13/2023 2:45,8/13/2023 3:00,8/13/2023 3:15,8/13/2023 3:30,8/13/2023 3:45,8/13/2023 4:00,8/13/2023 4:15,8/13/2023 4:30,8/13/2023 4:45,8/13/2023 5:00,8/13/2023 5:15,8/13/2023 5:30,8/13/2023 5:45,8/13/2023 6:00,8/13/2023 6:15,8/13/2023 6:30,8/13/2023 6:45,8/13/2023 7:00,8/13/2023 7:15,8/13/2023 7:30,8/13/2023 7:45,8/13/2023 8:00,8/13/2023 8:15,8/13/2023 8:30,8/13/2023 8:45,8/13/2023 9:00,8/13/2023 9:15,8/13/2023 9:30,8/13/2023 9:45,8/13/2023 10:00,8/13/2023 10:15,8/13/2023 10:30,8/13/2023 10:45,8/13/2023 11:00,8/13/2023 11:15,8/13/2023 11:30,8/13/2023 11:45,8/13/2023 12:00,8/13/2023 12:15,8/13/2023 12:30,8/13/2023 12:45,8/13/2023 13:00,8/13/2023 13:15,8/13/2023 13:30,8/13/2023 13:45,8/13/2023 14:00,8/13/2023 14:15,8/13/2023 14:30,8/13/2023 14:45,8/13/2023 15:00,8/13/2023 15:15,8/13/2023 15:30,8/13/2023 15:45,8/13/2023 16:00,8/13/2023 16:15,8/13/2023 16:30,8/13/2023 16:45,8/13/2023 17:00,8/13/2023 17:15,8/13/2023 17:30,8/13/2023 17:45,8/13/2023 18:00,8/13/2023 18:15,8/13/2023 18:30,8/13/2023 18:45,8/13/2023 19:00,8/13/2023 19:15,8/13/2023 19:30,8/13/2023 19:45,8/13/2023 20:00,8/13/2023 20:15,8/13/2023 20:30,8/13/2023 20:45,8/13/2023 21:00,8/13/2023 21:15,8/13/2023 21:30,8/13/2023 21:45,8/13/2023 22:00,8/13/2023 22:15,8/13/2023 22:30,8/13/2023 22:45,8/13/2023 23:00,8/13/2023 23:15,8/13/2023 23:30,8/13/2023 23:45,8/14/2023 0:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091486744,0.075511133,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091486744,0.075511133,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091486744,0.075511133,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch3,0,0,0,0.076412885,0.070107328,0,0,0,0,0,0,0,0,0.051319687,0,0.064121453,0,0,0,0,0,0,0,0,0,0.050311708,0,0.069220936,0,0.077758049,0,0,0,0,0,0,0.047598736,0,0,0,0.068159576,0.058349728,0,0.0573074,0,0,0,0,0,0,0,0.048947949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330906679,0.266124267,0.150493592,0,0,0.151024858,0.142128726,0.18280558,0.365946976,0.302044531,0.183980287,0.134610033,0,0.172023136,0.109912374,0,0.106454375,0,0.100974049,0,0,0,0
mean_env_ch3,0,0,0,0.074928531,0.063330284,0,0,0,0,0,0,0,0,0.051319687,0,0.064121453,0,0,0,0,0,0,0,0,0,0.050311708,0,0.069220936,0,0.077758049,0,0,0,0,0,0,0.047598736,0,0,0,0.068159576,0.058349728,0,0.0573074,0,0,0,0,0,0,0,0.048947949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254512337,0.221423631,0.135323635,0,0,0.151024858,0.130770803,0.153406103,0.211083625,0.20490126,0.151855427,0.133734766,0,0.138666189,0.078910922,0,0.094809162,0,0.100974049,0,0,0,0
median_env_ch3,0,0,0,0.074928531,0.063330284,0,0,0,0,0,0,0,0,0.051319687,0,0.064121453,0,0,0,0,0,0,0,0,0,0.050311708,0,0.069220936,0,0.077758049,0,0,0,0,0,0,0.047598736,0,0,0,0.068159576,0.058349728,0,0.0573074,0,0,0,0,0,0,0,0.048947949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252250261,0.223993646,0.135323635,0,0,0.151024858,0.12831796,0.153431989,0.190593955,0.192047883,0.147874541,0.133734766,0,0.134870238,0.074684518,0,0.094809162,0,0.100974049,0,0,0,0
max_env_ch2,0.13724267,0.236431794,0.184936855,0.305651542,0.280429313,0.171714679,0.199914412,0.177438172,0.204777272,0.158868655,0.217681209,0.232650436,0.337914642,0.205278747,0.171410143,0.256485811,0.212831438,0.165308079,0.185118351,0.209094537,0.167693923,0.264755974,0.144755878,0.22634992,0.262376759,0.201246833,0.29045908,0.276883744,0.185916574,0.311032195,0.173853472,0.079969743,0.131000894,0.161015626,0.179367368,0.223534198,0.248213154,0.165893151,0.173878113,0.19152965,0.272638303,0.233398913,0.183223,0.256301889,0.192691443,0.21017156,0.084107215,0.200660391,0.138785265,0.152650793,0.19697293,0.215185791,0.239260082,0.201197245,0.119449949,0.143878131,0.17047519,0.14357445,0.231059511,0.166375444,0.218400913,0.237125577,0.147459407,0.190674237,0.167085327,0.314224568,0.092820683,0.195803105,0.141436858,0.184246947,0.210313395,0.196597819,0.174285084,0.203551025,1.323626715,1.064497067,0.601974368,0.490391727,0.322367047,0.604099432,0.568514903,0.731222318,1.463787906,1.208178125,0.735921149,0.576576032,0.434015432,0.688692379,0.439649497,0.300173114,0.479476987,0.340491326,0.403896194,0.234060691,0.307145655,0.261747238,0.158516754
mean_env_ch2,0.111432358,0.177614076,0.124465812,0.181232889,0.164380296,0.135786473,0.144165972,0.136465458,0.147716988,0.117391695,0.15852236,0.144935126,0.206249957,0.152346537,0.142504285,0.161110328,0.149271902,0.127145035,0.140149524,0.133484322,0.141423233,0.175905993,0.113172036,0.153295193,0.149619339,0.152280438,0.182852325,0.154840864,0.142626885,0.150211378,0.134310578,0.069928706,0.108664523,0.111532002,0.130554926,0.145887009,0.18857986,0.128483043,0.12613335,0.127468706,0.160090679,0.150679431,0.136642352,0.164349379,0.12746023,0.138476879,0.075404231,0.154476406,0.120549526,0.118963725,0.145190476,0.147996171,0.15378014,0.145564979,0.119449949,0.105471973,0.128108627,0.109453914,0.152751045,0.129853381,0.145289986,0.153604522,0.105625213,0.128656386,0.129474563,0.212453203,0.082829809,0.134461826,0.106441804,0.124750582,0.131501729,0.157140706,0.132341008,0.145964692,0.952341768,0.801711459,0.424287551,0.340487435,0.252748672,0.42464345,0.40134917,0.474103559,0.746327618,0.662761031,0.478326468,0.379423797,0.325844578,0.445935916,0.265946624,0.234052684,0.296121666,0.223928841,0.222325914,0.180129327,0.201367987,0.183685061,0.142543216
median_env_ch2,0.103987092,0.176629873,0.113130516,0.171473641,0.15713483,0.130577356,0.137727378,0.138931623,0.144626383,0.113438898,0.150698104,0.137311628,0.194616965,0.145557914,0.142916761,0.144720588,0.148295712,0.122936655,0.1366917,0.133320054,0.1351517,0.164849049,0.111028865,0.147743452,0.139257676,0.147976435,0.182497607,0.150373791,0.14545229,0.138441833,0.138867814,0.076961599,0.118326887,0.109421408,0.121445775,0.142898121,0.191282347,0.129445337,0.124800891,0.128179992,0.150426444,0.147141512,0.13240559,0.154134171,0.125506389,0.137677355,0.077287569,0.156112712,0.121696624,0.119970101,0.142832642,0.135864191,0.152973423,0.142258441,0.119449949,0.099630074,0.121995471,0.105693502,0.147254546,0.131287872,0.136106982,0.153543227,0.099396696,0.127629966,0.132422693,0.206426347,0.082829809,0.13554668,0.105678375,0.116146059,0.119682346,0.154876137,0.125255499,0.140639505,0.953432973,0.772015592,0.416218684,0.333779402,0.253797899,0.416632128,0.394397576,0.461737337,0.709823528,0.627633695,0.470321651,0.369248315,0.327821114,0.435332272,0.251168178,0.226849262,0.282807157,0.218145443,0.209766192,0.177680356,0.184134088,0.174594828,0.14611318
max_env_ch1,0.548970679,0.945727177,0.739747422,1.222606168,1.12171725,0.741339596,0.799657649,0.709752687,0.819109089,0.635474622,0.870724836,0.930601743,1.351658569,0.821114989,0.685640571,1.025943242,0.85132575,0.661232318,0.740473406,0.836378146,0.670775692,1.059023897,0.579023513,0.905399679,1.049507036,0.804987333,1.161836319,1.107534975,0.743666297,1.244128779,0.695413887,0.407544042,0.597652132,0.644062502,0.717469472,0.894136793,0.992852618,0.663572604,0.695512451,0.766118598,1.090553211,0.933595653,0.732892,1.025207556,0.770765772,0.84068624,0.470561103,0.802641564,0.562188011,0.610603172,0.787891718,0.860743163,0.95704033,0.804788981,0.477799797,0.575512523,0.681900759,0.574297799,0.924238042,0.665501775,0.873603653,0.948502308,0.589837628,0.762696947,0.668341309,1.256898272,0.371282733,0.783212422,0.565747432,0.736987788,0.841253578,0.786391276,0.697140337,0.814204101,5.294506858,4.257988267,2.407897471,1.961566907,1.289468187,2.416397727,2.274059613,2.924889273,5.855151623,4.832712499,2.943684597,2.306304128,1.736061729,2.754769516,1.75859799,1.200692456,1.917907947,1.361965306,1.615584777,0.936242763,1.22858262,1.046988953,0.659362535
mean_env_ch1,0.283085377,0.64011077,0.33185668,0.592353085,0.589903728,0.470576041,0.496032808,0.429351843,0.520909257,0.371236444,0.532435743,0.474247673,0.740252592,0.47951482,0.494136941,0.5171264,0.482692564,0.389591406,0.429711976,0.444765632,0.427865247,0.587011957,0.347052441,0.504574716,0.530664337,0.532086759,0.601129049,0.49977884,0.439970421,0.45576656,0.432081657,0.272064155,0.346518788,0.332844881,0.428626595,0.461286813,0.659633843,0.370268329,0.426182157,0.428542065,0.561562971,0.452089657,0.422262543,0.518363881,0.425857262,0.450441158,0.280847659,0.512403871,0.375130913,0.361185375,0.478121131,0.472902102,0.498973149,0.466029838,0.281177045,0.291191024,0.379107194,0.313314404,0.464822291,0.33847585,0.459390162,0.556470957,0.35929445,0.435727415,0.421484128,0.78548128,0.233349481,0.414441219,0.350383354,0.322794408,0.39377042,0.553933059,0.435149826,0.475719623,3.809367071,3.206845835,1.684382364,1.330245112,0.963419542,1.69532413,1.554978961,1.890231978,2.985310472,2.651044123,1.908628958,1.481439324,1.264318538,1.747406028,1.043205723,0.825719743,1.114896251,0.78121911,0.770779059,0.631554252,0.695879908,0.64631839,0.485000703
median_env_ch1,0.267635991,0.609263104,0.301504928,0.577322822,0.558406548,0.462029332,0.476677034,0.408717186,0.522072633,0.358396915,0.522278027,0.460926895,0.69046644,0.465744847,0.504055206,0.503818166,0.445662892,0.358604099,0.398341722,0.430038245,0.407397037,0.552980994,0.341253823,0.482863786,0.506783089,0.526137368,0.566505856,0.460630694,0.418420826,0.43065857,0.417581169,0.259757587,0.333228508,0.325782408,0.415617861,0.430511176,0.648057092,0.34806082,0.421172806,0.404513527,0.529111086,0.4210215,0.417564639,0.490014233,0.408819579,0.451127511,0.272590941,0.489781477,0.363678674,0.342016128,0.48885471,0.436536299,0.479459257,0.44298415,0.269763913,0.27913633,0.361323625,0.294717887,0.457466129,0.310464808,0.423297963,0.534416561,0.346540854,0.417419038,0.412306802,0.754476855,0.22920176,0.385613149,0.338935154,0.30391722,0.366805612,0.555844288,0.435702488,0.446432855,3.813731893,3.088062367,1.655056385,1.302026387,0.958835699,1.656085021,1.538807678,1.838247714,2.839294113,2.510534779,1.838524821,1.403287331,1.27275168,1.69961447,0.999859221,0.805941762,1.083792008,0.759389526,0.737119638,0.625136404,0.675896425,0.625030943,0.465824061
tau,0.423866439,0.813074241,0.503233779,0.697696671,0.697696671,0.661681355,0.661681355,0.594255346,0.661681355,0.503233779,0.697696671,0.662288516,0.898594154,0.662288516,0.662288516,0.662288516,0.662288516,0.594255346,0.562700329,0.594255346,0.594255346,0.734975191,0.503233779,0.662288516,0.662288516,0.662288516,0.773210393,0.662288516,0.594255346,0.594255346,0.594255346,0.423866439,0.503233779,0.503233779,0.594255346,0.661681355,0.813074241,0.503233779,0.594255346,0.594255346,0.697696671,0.594255346,0.594255346,0.662288516,0.594255346,0.594255346,0.423866439,0.662288516,0.532011082,0.532011082,0.594255346,0.594255346,0.661681355,0.594255346,0.423866439,0.423866439,0.503233779,0.423866439,0.594255346,0.503233779,0.594255346,0.697696671,0.503233779,0.594255346,0.594255346,0.897832276,0.35506608,0.594255346,0.503233779,0.475692385,0.562700329,0.773210393,0.594255346,0.697696671,0.594255346,2.766400111,2.653942833,1.654461261,1.512591988,1.318149035,1.974887489,1.730820966,1.973413743,2.44355038,2.44355038,1.973413743,1.729502407,1.582185684,2.061973956,1.257509953,1.582185684,1.257509953,1.257509953,1.091323134,1.200201638,1.091323134,0.854621561
amp_factor,0.236113194,0.570422611,0.297889977,0.463658726,0.463658726,0.431548983,0.431548983,0.373100986,0.431548983,0.297889977,0.463658726,0.432085281,0.653145413,0.432085281,0.432085281,0.432085281,0.432085281,0.373100986,0.346529123,0.373100986,0.373100986,0.497518531,0.297889977,0.432085281,0.432085281,0.432085281,0.532884782,0.432085281,0.373100986,0.373100986,0.373100986,0.236113194,0.297889977,0.297889977,0.373100986,0.431548983,0.570422611,0.297889977,0.373100986,0.373100986,0.463658726,0.373100986,0.373100986,0.432085281,0.373100986,0.373100986,0.236113194,0.432085281,0.321187486,0.321187486,0.373100986,0.373100986,0.431548983,0.373100986,0.236113194,0.236113194,0.297889977,0.236113194,0.373100986,0.297889977,0.373100986,0.463658726,0.297889977,0.373100986,0.373100986,0.652395661,0.185764658,0.373100986,0.297889977,0.276030347,0.346529123,0.532884782,0.373100986,0.463658726,0.373100986,2.99423938,2.830616226,1.492699306,1.32205861,1.097320206,1.897069899,1.586743245,1.895153186,2.531098604,2.531098604,1.895153186,1.585106631,1.405089341,2.011223215,1.029527269,1.405089341,1.029527269,1.029527269,0.849732193,0.966512685,0.849732193,0.610245224
timestamp,8/13/2023 0:00,8/13/2023 0:15,8/13/2023 0:30,8/13/2023 0:45,8/13/2023 1:00,8/13/2023 1:15,8/13/2023 1:30,8/13/2023 1:45,8/13/2023 2:00,8/13/2023 2:15,8/13/2023 2:30,8/13/2023 2:45,8/13/2023 3:00,8/13/2023 3:15,8/13/2023 3:30,8/13/2023 3:45,8/13/2023 4:00,8/13/2023 4:15,8/13/2023 4:30,8/13/2023 4:45,8/13/2023 5:00,8/13/2023 5:15,8/13/2023 5:30,8/13/2023 5:45,8/13/2023 6:00,8/13/2023 6:15,8/13/2023 6:30,8/13/2023 6:45,8/13/2023 7:00,8/13/2023 7:15,8/13/2023 7:30,8/13/2023 7:45,8/13/2023 8:00,8/13/2023 8:15,8/13/2023 8:30,8/13/2023 8:45,8/13/2023 9:00,8/13/2023 9:15,8/13/2023 9:30,8/13/2023 9:45,8/13/2023 10:00,8/13/2023 10:15,8/13/2023 10:30,8/13/2023 10:45,8/13/2023 11:00,8/13/2023 11:15,8/13/2023 11:30,8/13/2023 11:45,8/13/2023 12:00,8/13/2023 12:15,8/13/2023 12:30,8/13/2023 12:45,8/13/2023 13:00,8/13/2023 13:15,8/13/2023 13:30,8/13/2023 13:45,8/13/2023 14:00,8/13/2023 14:15,8/13/2023 14:30,8/13/2023 14:45,8/13/2023 15:00,8/13/2023 15:15,8/13/2023 15:30,8/13/2023 15:45,8/13/2023 16:00,8/13/2023 16:15,8/13/2023 16:30,8/13/2023 16:45,8/13/2023 17:00,8/13/2023 17:15,8/13/2023 17:30,8/13/2023 17:45,8/13/2023 18:00,8/13/2023 18:15,8/13/2023 18:30,8/13/2023 18:45,8/13/2023 19:00,8/13/2023 19:15,8/13/2023 19:30,8/13/2023 19:45,8/13/2023 20:00,8/13/2023 20:15,8/13/2023 20:30,8/13/2023 20:45,8/13/2023 21:00,8/13/2023 21:15,8/13/2023 21:30,8/13/2023 21:45,8/13/2023 22:00,8/13/2023 22:15,8/13/2023 22:30,8/13/2023 22:45,8/13/2023 23:00,8/13/2023 23:15,8/13/2023 23:30,8/13/2023 23:45,8/14/2023 0:00
