,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04866142235335632,0.1696401907387219,0.05972933237845471,0.0,0.0,0.0,0.04416369478967679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038901972608372574,0.15434875599756276,0.05972933237845471,0.0,0.0,0.0,0.04416369478967679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04029251275155003,0.15477545698098039,0.05972933237845471,0.0,0.0,0.0,0.04416369478967679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21569684883524118,0.772989205498359,0.3435335861801988,0.11239046138888473,0.16289348377490634,0.35361755130353995,0.2514026673703128,0.17467080641744734,0.11352000716412795,0.09485126244876718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15201474077919414,0.5906583090402809,0.2646154808693387,0.09580805746886989,0.13887254061750767,0.27488808560690653,0.1920781756018878,0.14584713646547845,0.09920186018101274,0.09062806578214261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15032114789429188,0.5824875594729366,0.2600480151275019,0.09166358881956227,0.13626755667348825,0.26718544096960645,0.19109871725774807,0.14665584107700907,0.0980355993811467,0.0906564169549648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8627873953409647,3.091956821993436,1.3741343447207952,0.4495618455555389,0.6752240850964967,1.4144702052141598,1.0056106694812512,0.6986832256697894,0.49997422703559147,0.4103951720794672,0.29087978953708454,0.10900192568774669,0.04717693795621225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714971358732829,2.3626332361611238,1.0270218855686275,0.3114032167837813,0.5310587678753802,1.0784016404754164,0.7341913767728653,0.52573697180988,0.37223803443695697,0.3106880001366538,0.21924704056952032,0.10218332198438598,0.04717693795621225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847288941082964,2.3299502378917465,1.0137625963688364,0.30607128236650255,0.5263562655855887,1.058286627504172,0.7409867714309868,0.5188763192725274,0.37163184310577535,0.30634777641139577,0.21474903018844102,0.10247910302974436,0.04717693795621225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau,0.769572191,0.771817164,0.7855217395,0.7733373935,0.698552247,0.7122607004999999,0.773592222,0.7679864540000001,0.7563906655,0.725410483,0.7486745705,0.7738216105,0.7513155785000001,0.7590443485,0.6789156505,0.700241082,0.740701163,0.740464657,0.7487395505,0.738456196,0.7265753344999999,0.7820220435,0.8359453365,0.7802597695,0.7565746255000001,0.702982915,0.68254178,0.684465781,0.6943754855,0.7037178785,0.672222341,0.679804814,0.7423058794999999,0.7635286415,0.721912154,0.721912154,0.777102061,0.7383105095,0.6538884225,0.663212306,0.7397278045,0.7233342970000001,0.7100278175,0.7286892305,0.6686331855000001,0.657947004,0.695526192,0.7333156624999999,0.74682703,0.76967573,0.7477791265,0.71824162,0.7294469195,0.6803289335,0.621849157,0.63156217,0.6649699575,0.6718225065,0.698151321,1.3141996125,12.6789259225,22.620213794999998,19.508647905,15.20489341,17.17361377,19.879890565,18.27186922,17.1060539,15.682131524999999,15.17592808,14.28611474,11.6572540065,9.602639640500001,9.2022879035,7.794170971,5.773340026,5.156053545000001,4.4556949205,3.56445043,3.4441498514999997,3.456130875,3.188326338,2.8661624745000003,2.6512377975,2.644585061,2.38855842,2.4828400045,2.5050373965,2.248553292,2.156430531,2.2236830265,2.2059633775
amp_factor,2.2880339138783597e-06,2.3166658998962628e-06,2.4974510258016196e-06,2.336209877024478e-06,1.5133395354865505e-06,1.644256805169805e-06,2.3394982528216167e-06,2.267973590863864e-06,2.1253429740066624e-06,1.7778232194731738e-06,2.0343116936183198e-06,2.342461374253827e-06,2.065126153421481e-06,2.1573598304823523e-06,1.3398905413776284e-06,1.529021390750972e-06,1.9434125961961197e-06,1.940764741547434e-06,2.0350656086627224e-06,1.918389758743829e-06,1.7900432375371252e-06,2.450292301761564e-06,3.257257255714241e-06,2.426805223384216e-06,2.1275506513089794e-06,1.5547456400179246e-06,1.3707113453107002e-06,1.387283522330354e-06,1.475084590910246e-06,1.5616971506375166e-06,1.2843962919338544e-06,1.3473984935171544e-06,1.9614516935783268e-06,2.21230109360631e-06,1.7415072660345901e-06,1.7415072660345901e-06,2.3851518028616764e-06,1.9167744779343083e-06,1.1413734455688954e-06,1.2124933986502268e-06,1.932532856537901e-06,1.7562012387144815e-06,1.6223626929312883e-06,1.8123834979287422e-06,1.2553732186330183e-06,1.1719268588960007e-06,1.4855491306764337e-06,1.8620217072811798e-06,2.012965379824523e-06,2.2893484400696306e-06,2.0239442814575454e-06,1.7040172007631488e-06,1.8204427275413625e-06,1.3518391392256338e-06,9.210381591376055e-07,9.84044030327519e-07,1.2262717539472566e-06,1.2811379191658132e-06,1.5096348536658605e-06,2.2474957371565266e-05,0.35849904698993157,4.244737363712909,2.2566536005963562,0.7786453316981647,1.3094624813527351,2.445777158795536,1.7061928142740452,1.287610873122718,0.8884663809672714,0.7723322864082482,0.5967232393568866,0.2504479328114018,0.10945065436877804,0.09125537402213131,0.04490879417795429,0.012469783504636293,0.007694754992806856,0.004125843579981289,0.001591182374565347,0.0013742393776844963,0.0013947651725774834,0.0009884587728309893,0.0006272668979842738,0.00044970477699700953,0.0004449068443630134,0.0002880537282197624,0.0003398229231315813,0.0003529844405564491,0.00022257598703003572,0.00018617222561305362,0.0002122541993147932,0.00020512672887656764
