,8/8/2022 0:01,8/8/2022 0:16,8/8/2022 0:31,8/8/2022 0:46,8/8/2022 1:01,8/8/2022 1:16,8/8/2022 1:31,8/8/2022 1:46,8/8/2022 2:01,8/8/2022 2:16,8/8/2022 2:31,8/8/2022 2:46,8/8/2022 3:01,8/8/2022 3:16,8/8/2022 3:31,8/8/2022 3:46,8/8/2022 4:01,8/8/2022 4:16,8/8/2022 4:31,8/8/2022 4:46,8/8/2022 5:01,8/8/2022 5:16,8/8/2022 5:31,8/8/2022 5:46,8/8/2022 6:01,8/8/2022 6:16,8/8/2022 6:31,8/8/2022 6:46,8/8/2022 7:01,8/8/2022 7:16,8/8/2022 7:31,8/8/2022 7:46,8/8/2022 8:01,8/8/2022 8:16,8/8/2022 8:31,8/8/2022 8:46,8/8/2022 9:01,8/8/2022 9:16,8/8/2022 9:31,8/8/2022 9:46,8/8/2022 10:01,8/8/2022 10:16,8/8/2022 10:31,8/8/2022 10:46,8/8/2022 11:01,8/8/2022 11:16,8/8/2022 11:31,8/8/2022 11:46,8/8/2022 12:01,8/8/2022 12:16,8/8/2022 12:31,8/8/2022 12:46,8/8/2022 13:01,8/8/2022 13:16,8/8/2022 13:31,8/8/2022 13:46,8/8/2022 14:01,8/8/2022 14:16,8/8/2022 14:31,8/8/2022 14:46,8/8/2022 15:01,8/8/2022 15:16,8/8/2022 15:31,8/8/2022 15:46,8/8/2022 16:01,8/8/2022 16:16,8/8/2022 16:31,8/8/2022 16:46,8/8/2022 17:01,8/8/2022 17:16,8/8/2022 17:31,8/8/2022 17:46,8/8/2022 18:01,8/8/2022 18:16,8/8/2022 18:31,8/8/2022 18:46,8/8/2022 19:01,8/8/2022 19:16,8/8/2022 19:31,8/8/2022 19:46,8/8/2022 20:01,8/8/2022 20:16,8/8/2022 20:31,8/8/2022 20:46,8/8/2022 21:01,8/8/2022 21:16,8/8/2022 21:31,8/8/2022 21:46,8/8/2022 22:01,8/8/2022 22:16,8/8/2022 22:31,8/8/2022 22:46,8/8/2022 23:01,8/8/2022 23:16,8/8/2022 23:31,8/8/2022 23:46,8/9/2022 0:01
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0.038355664,0,0,0,0,0,0,0,0,0,0.03809975,0,0,0,0,0,0,0.040851214,0,0,0,0,0,0,0.036630303,0,0.036879075,0,0,0,0,0,0,0,0,0,0.033999052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029831095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028721424,0,0
mean_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0.036270886,0,0,0,0,0,0,0,0,0,0.03809975,0,0,0,0,0,0,0.040851214,0,0,0,0,0,0,0.036630303,0,0.036879075,0,0,0,0,0,0,0,0,0,0.033999052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029831095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028721424,0,0
median_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0.036270886,0,0,0,0,0,0,0,0,0,0.03809975,0,0,0,0,0,0,0.040851214,0,0,0,0,0,0,0.036630303,0,0.036879075,0,0,0,0,0,0,0,0,0,0.033999052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029831095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028721424,0,0
max_env_ch2,0.158916793,0.145055558,0.176816499,0.134945117,0.153808629,0.132528594,0.169595604,0.141580562,0.151013777,0.146693939,0.15096646,0.159591688,0.131616455,0.126484939,0.16370377,0.134847853,0.126771273,0.135864893,0.144287433,0.137702498,0.149053022,0.156904955,0.135512477,0.144069729,0.129068896,0.142276367,0.136649735,0.121371295,0.163404856,0.145807636,0.134875038,0.136894866,0.14281714,0.151681374,0.139462246,0.161549878,0.14376252,0.157098693,0.127089791,0.131952876,0.139173742,0.126657626,0.153365008,0.110718203,0.138698562,0.134820716,0.140035447,0.135996207,0.121856624,0.1398995,0.116458625,0.118763968,0.161879821,0.115454233,0.129725116,0.142242648,0.137918479,0.180224161,0.175560007,0.15904914,0.139905689,0.129226045,0.110403462,0.10034446,0.109889141,0.092246138,0.114503027,0.101426268,0.103171185,0.086397746,0.088283728,0.0988073,0.119324382,0.087812696,0.106477615,0.109747011,0.115682176,0.116684516,0.142808128,0.109294692,0.107021954,0.112091525,0.116218919,0.107815919,0.116768119,0.130203107,0.110647078,0.132015573,0.131892662,0.118189064,0.131416087,0.172813951,0.120344302,0.140815652,0.123651813,0.145231392,0.136314784
mean_env_ch2,0.12225972,0.11689801,0.127608086,0.117814087,0.123698949,0.118564357,0.126458684,0.119430053,0.129800358,0.125794072,0.12541501,0.123396493,0.119555852,0.113605636,0.124803981,0.115174367,0.112345858,0.11227071,0.117847244,0.116493681,0.118651827,0.123071294,0.110133854,0.119833052,0.114264405,0.107440355,0.108676074,0.104482075,0.121601023,0.114786487,0.111943284,0.11114107,0.111421983,0.107481377,0.104462644,0.118555798,0.111198896,0.111603804,0.107335147,0.109606349,0.113784448,0.111147001,0.116464927,0.099503704,0.103845864,0.113494107,0.111562477,0.108159445,0.108561449,0.108196395,0.103764846,0.114288314,0.125927955,0.115454233,0.119628024,0.126684054,0.109403439,0.128391995,0.143676214,0.135029762,0.110720542,0.119209319,0.099891164,0.094222852,0.09552437,0.092246138,0.099643771,0.093502517,0.103171185,0.07976452,0.081412192,0.088769164,0.094821938,0.084207565,0.091210617,0.092600861,0.090718063,0.091368929,0.090379155,0.088323191,0.086177782,0.084955248,0.087370444,0.083514677,0.090664127,0.092048232,0.086936656,0.098671448,0.097880131,0.095011383,0.098583296,0.097916021,0.089557724,0.100287141,0.103730089,0.10246555,0.100289568
median_env_ch2,0.119268598,0.113878077,0.123786276,0.11821985,0.122852001,0.119915249,0.127124314,0.120858395,0.129093688,0.126027357,0.12492411,0.120261592,0.118378386,0.11173271,0.124288967,0.113720387,0.113003365,0.11139268,0.1171235,0.11622756,0.116150772,0.122729356,0.111760962,0.113782132,0.120491328,0.104068115,0.101510836,0.101094132,0.123696594,0.114130754,0.109497649,0.108067789,0.110216916,0.103985888,0.098565644,0.109889185,0.110917718,0.105979872,0.10425952,0.107620125,0.106690201,0.113424855,0.111345087,0.098710875,0.102859454,0.113747306,0.110359529,0.106140015,0.110209771,0.106546382,0.107485613,0.113292577,0.118200076,0.115454233,0.123786804,0.126015143,0.109475669,0.124292659,0.140123113,0.134416407,0.108784786,0.122172461,0.099602574,0.094222852,0.088196609,0.092246138,0.101836125,0.093019752,0.103171185,0.07976452,0.080799742,0.09222578,0.090880145,0.084207565,0.095703931,0.090109083,0.089129344,0.088133218,0.085241145,0.091159443,0.083861802,0.084550238,0.08631042,0.082893813,0.086958769,0.086212711,0.088750333,0.096052677,0.095534922,0.095250688,0.096553946,0.093614417,0.092194758,0.096656943,0.108944213,0.096191762,0.10001584
max_env_ch1,0.635667172,0.627026924,0.707265995,0.539780466,0.615234515,0.549683963,0.678382414,0.633331894,0.604055107,0.636612632,0.603865838,0.638366752,0.558790114,0.557424687,0.654815081,0.539391414,0.519417016,0.548488786,0.577149732,0.550809993,0.596212088,0.627619818,0.542049909,0.576278917,0.516275584,0.569105466,0.54659894,0.485485182,0.653619423,0.583230546,0.539500153,0.547579463,0.571268561,0.606725495,0.557848985,0.646199512,0.575050082,0.62839477,0.512399638,0.580162881,0.556694968,0.506630502,0.613460032,0.560020305,0.55479425,0.539282865,0.560141786,0.54398483,0.487426496,0.565698515,0.552871158,0.532060589,0.647519283,0.603384999,0.519191346,0.581780911,0.551673917,0.720896645,0.702240026,0.661286513,0.559622755,0.516904182,0.489116435,0.455602149,0.439556563,0.446411954,0.490440564,0.447401637,0.41268474,0.414797544,0.43130774,0.468983636,0.477297526,0.40159758,0.42591046,0.438988045,0.462728702,0.466738063,0.571232513,0.455949244,0.462217664,0.461239934,0.464875675,0.431263675,0.467072476,0.520812428,0.44258831,0.528062291,0.52757065,0.472756257,0.525664349,0.691255803,0.481377208,0.563262606,0.494607254,0.580925569,0.545259136
mean_env_ch1,0.443298896,0.425075986,0.44663471,0.423002978,0.436171146,0.436684475,0.442755038,0.449429434,0.451553557,0.440579265,0.442798159,0.440940399,0.427480616,0.433480502,0.429630703,0.429289259,0.414594882,0.417133777,0.426144037,0.409285921,0.417919186,0.420920352,0.40857819,0.418181249,0.411963632,0.40192212,0.394138691,0.388723541,0.404931948,0.394955659,0.396402028,0.397218798,0.399780869,0.39381623,0.385071798,0.395928027,0.395992214,0.408836583,0.390907664,0.393159734,0.405285237,0.399134534,0.395935692,0.407163157,0.398702705,0.405737873,0.395623325,0.395224111,0.401112975,0.388871011,0.376061286,0.407571916,0.42577366,0.436811021,0.426250541,0.429170506,0.398013207,0.467360374,0.541990557,0.518591639,0.389637519,0.412389364,0.368838718,0.364402919,0.30255467,0.358573176,0.345605671,0.343775353,0.319870718,0.303862922,0.292706411,0.322693303,0.319122383,0.322190955,0.298935076,0.316526577,0.300448452,0.310580798,0.307905596,0.30439031,0.313008943,0.304382397,0.318388615,0.311676098,0.312575958,0.327001638,0.316800783,0.323812175,0.346155598,0.342256803,0.346106008,0.358664667,0.337180471,0.357156989,0.360175487,0.360890428,0.366854249
median_env_ch1,0.438846352,0.412264969,0.430232269,0.424362498,0.422447535,0.435628925,0.439513852,0.426565847,0.440436543,0.433261495,0.435947013,0.435121017,0.428838698,0.428863473,0.424763033,0.425515115,0.412284465,0.406948249,0.420512882,0.402346316,0.408043467,0.419673015,0.402859112,0.417271296,0.406224522,0.39543313,0.387671317,0.386613706,0.39592313,0.394616256,0.389202886,0.393911516,0.396335569,0.392954285,0.368911954,0.37989442,0.394941181,0.398219211,0.389097282,0.383948916,0.403949388,0.3929708,0.394982472,0.395272234,0.385978354,0.398389248,0.387467747,0.39092875,0.397668368,0.374815561,0.36700961,0.410283416,0.421421431,0.43054793,0.419763583,0.421462321,0.392172252,0.468555332,0.532662514,0.508954053,0.377691581,0.402576659,0.37107525,0.364895698,0.297443223,0.360365871,0.336108571,0.339570715,0.314332765,0.292844148,0.28538228,0.323016007,0.312350029,0.323096152,0.29733062,0.306050499,0.296512849,0.303385664,0.30105263,0.295029616,0.310976027,0.298693862,0.31817983,0.306527973,0.317241556,0.327731868,0.315950581,0.307770051,0.34021219,0.337158413,0.348749564,0.356950856,0.329393236,0.354067036,0.349045336,0.35148081,0.364136705
tau,1.444164408,1.512382299,1.353317984,1.305630284,1.393069778,1.357638297,1.362681324,1.428025611,1.466462067,1.380551813,1.321577692,1.330582229,1.330582229,1.396200847,1.417472914,1.310026083,1.259020953,1.300849165,1.367568141,1.372761013,1.310630617,1.330417241,1.263609532,1.269803263,1.358624388,1.305630284,1.267634614,1.286884774,1.246157386,1.226340649,1.260541844,1.289738133,1.326867053,1.314942037,1.303388055,1.22811271,1.159934417,1.171592969,1.142992303,1.139171273,1.126503907,1.19027696,1.228492825,1.212618097,1.202958108,1.178670371,1.251653779,1.29372633,1.187777738,1.141804142,1.257848029,1.332455259,1.590983808,2.168750662,2.300747383,3.265248137,7.057382375,13.51263909,21.08342828,28.11935275,32.00750032,31.62097152,30.82698214,30.79040073,28.53089578,25.75654683,23.47464786,20.64243859,18.24147606,17.28645998,16.38239891,14.39848273,15.21809374,13.76890597,10.71353325,10.73823973,9.415089286,9.569305917,10.08559519,8.104838397,7.032196228,7.405023614,6.343297043,4.949058383,6.363828196,6.404072063,5.261297019,5.487455246,5.207625022,4.629211867,3.843854035,3.490762897,3.525078481,3.323678351,3.254997133,3.329735897,3.368336005
amp_factor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
timestamp,8/8/2022 0:16,8/8/2022 0:31,8/8/2022 0:46,8/8/2022 1:01,8/8/2022 1:16,8/8/2022 1:31,8/8/2022 1:46,8/8/2022 2:01,8/8/2022 2:16,8/8/2022 2:31,8/8/2022 2:46,8/8/2022 3:01,8/8/2022 3:16,8/8/2022 3:31,8/8/2022 3:46,8/8/2022 4:01,8/8/2022 4:16,8/8/2022 4:31,8/8/2022 4:46,8/8/2022 5:01,8/8/2022 5:16,8/8/2022 5:31,8/8/2022 5:46,8/8/2022 6:01,8/8/2022 6:16,8/8/2022 6:31,8/8/2022 6:46,8/8/2022 7:01,8/8/2022 7:16,8/8/2022 7:31,8/8/2022 7:46,8/8/2022 8:01,8/8/2022 8:16,8/8/2022 8:31,8/8/2022 8:46,8/8/2022 9:01,8/8/2022 9:16,8/8/2022 9:31,8/8/2022 9:46,8/8/2022 10:01,8/8/2022 10:16,8/8/2022 10:31,8/8/2022 10:46,8/8/2022 11:01,8/8/2022 11:16,8/8/2022 11:31,8/8/2022 11:46,8/8/2022 12:01,8/8/2022 12:16,8/8/2022 12:31,8/8/2022 12:46,8/8/2022 13:01,8/8/2022 13:16,8/8/2022 13:31,8/8/2022 13:46,8/8/2022 14:01,8/8/2022 14:16,8/8/2022 14:31,8/8/2022 14:46,8/8/2022 15:01,8/8/2022 15:16,8/8/2022 15:31,8/8/2022 15:46,8/8/2022 16:01,8/8/2022 16:16,8/8/2022 16:31,8/8/2022 16:46,8/8/2022 17:01,8/8/2022 17:16,8/8/2022 17:31,8/8/2022 17:46,8/8/2022 18:01,8/8/2022 18:16,8/8/2022 18:31,8/8/2022 18:46,8/8/2022 19:01,8/8/2022 19:16,8/8/2022 19:31,8/8/2022 19:46,8/8/2022 20:01,8/8/2022 20:16,8/8/2022 20:31,8/8/2022 20:46,8/8/2022 21:01,8/8/2022 21:16,8/8/2022 21:31,8/8/2022 21:46,8/8/2022 22:01,8/8/2022 22:16,8/8/2022 22:31,8/8/2022 22:46,8/8/2022 23:01,8/8/2022 23:16,8/8/2022 23:31,8/8/2022 23:46,8/9/2022 0:01,8/9/2022 0:01
