,8/13/2023 0:00,8/13/2023 0:15,8/13/2023 0:30,8/13/2023 0:45,8/13/2023 1:00,8/13/2023 1:15,8/13/2023 1:30,8/13/2023 1:45,8/13/2023 2:00,8/13/2023 2:15,8/13/2023 2:30,8/13/2023 2:45,8/13/2023 3:00,8/13/2023 3:15,8/13/2023 3:30,8/13/2023 3:45,8/13/2023 4:00,8/13/2023 4:15,8/13/2023 4:30,8/13/2023 4:45,8/13/2023 5:00,8/13/2023 5:15,8/13/2023 5:30,8/13/2023 5:45,8/13/2023 6:00,8/13/2023 6:15,8/13/2023 6:30,8/13/2023 6:45,8/13/2023 7:00,8/13/2023 7:15,8/13/2023 7:30,8/13/2023 7:45,8/13/2023 8:00,8/13/2023 8:15,8/13/2023 8:30,8/13/2023 8:45,8/13/2023 9:00,8/13/2023 9:15,8/13/2023 9:30,8/13/2023 9:45,8/13/2023 10:00,8/13/2023 10:15,8/13/2023 10:30,8/13/2023 10:45,8/13/2023 11:00,8/13/2023 11:15,8/13/2023 11:30,8/13/2023 11:45,8/13/2023 12:00,8/13/2023 12:15,8/13/2023 12:30,8/13/2023 12:45,8/13/2023 13:00,8/13/2023 13:15,8/13/2023 13:30,8/13/2023 13:45,8/13/2023 14:00,8/13/2023 14:15,8/13/2023 14:30,8/13/2023 14:45,8/13/2023 15:00,8/13/2023 15:15,8/13/2023 15:30,8/13/2023 15:45,8/13/2023 16:00,8/13/2023 16:15,8/13/2023 16:30,8/13/2023 16:45,8/13/2023 17:00,8/13/2023 17:15,8/13/2023 17:30,8/13/2023 17:45,8/13/2023 18:00,8/13/2023 18:15,8/13/2023 18:30,8/13/2023 18:45,8/13/2023 19:00,8/13/2023 19:15,8/13/2023 19:30,8/13/2023 19:45,8/13/2023 20:00,8/13/2023 20:15,8/13/2023 20:30,8/13/2023 20:45,8/13/2023 21:00,8/13/2023 21:15,8/13/2023 21:30,8/13/2023 21:45,8/13/2023 22:00,8/13/2023 22:15,8/13/2023 22:30,8/13/2023 22:45,8/13/2023 23:00,8/13/2023 23:15,8/13/2023 23:30,8/13/2023 23:45,8/14/2023 0:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03924679,0,0.051145833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053346654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03924679,0,0.051145833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053346654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03924679,0,0.051145833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053346654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch3,0.143991572,0.098662353,0.102550752,0.169420201,0.152767008,0.098659237,0.086113887,0.121346207,0.114255929,0.140641525,0.087831996,0.097324398,0.134078526,0.114568058,0.097848865,0.154762225,0.122015319,0.112510973,0.133719335,0.139894332,0.109210931,0.139117436,0.126718311,0.110762179,0.154768406,0.117086148,0.134553322,0.15698716,0.120698797,0.204583333,0.109786421,0.109476275,0.107203939,0.141706554,0.124172177,0.128080392,0.107935483,0.143648871,0.112585668,0.094957509,0.155834457,0.154877366,0.121834041,0.15649086,0.130361347,0.136744025,0.117531026,0.115853422,0.109463696,0.123935283,0.130734909,0.148935662,0.135398545,0.13236836,0.126359189,0.15111392,0.140838428,0.159996939,0.155303922,0.143013996,0.147804058,0.131010404,0.120100545,0.127564924,0.118162845,0.119835714,0.127157823,0.131389589,0.118294302,0.166347995,0.15472899,0.067633692,0.118822213,0.10886726,0.287609846,0.090166258,0.091197515,0.100683708,0,0,0,0,0,0.150972974,0.122188217,0.083988392,0.079648516,0,0.06286958,0,0.059160578,0,0.103946356,0,0,0.074583183,0
mean_env_ch3,0.116711203,0.08517559,0.093903449,0.120576313,0.098256013,0.094383563,0.077696992,0.096472399,0.097033666,0.106524428,0.081967663,0.085843454,0.089559998,0.095790734,0.092056054,0.111202838,0.111093274,0.090261251,0.113494129,0.094337419,0.096042705,0.107354579,0.098249074,0.096911748,0.109766332,0.099185562,0.105343097,0.110920153,0.10320324,0.109579669,0.098171099,0.089151576,0.107203939,0.110448618,0.124172177,0.10364727,0.088332726,0.113650756,0.099384294,0.086907038,0.11180755,0.108335258,0.104215194,0.111178935,0.090479492,0.105514614,0.090349658,0.106247462,0.100751153,0.097240417,0.100454311,0.122739363,0.101719434,0.103746995,0.108550249,0.11044074,0.125767569,0.109972238,0.111337731,0.127961672,0.120269074,0.092304905,0.089234651,0.092914222,0.097238526,0.09860768,0.111004787,0.103253053,0.095367854,0.11482463,0.101985629,0.067633692,0.097133124,0.09442153,0.194257438,0.090166258,0.091197515,0.100683708,0,0,0,0,0,0.112542673,0.122188217,0.083988392,0.079648516,0,0.06286958,0,0.059160578,0,0.103946356,0,0,0.074583183,0
median_env_ch3,0.108174227,0.08221754,0.093903449,0.097580369,0.093109132,0.094383563,0.080593004,0.09678187,0.096072759,0.098653087,0.081967663,0.089287524,0.081787601,0.098106499,0.092056054,0.112014319,0.111093274,0.08827437,0.110844605,0.099684696,0.094335284,0.106419748,0.091696467,0.09744184,0.11214774,0.098109563,0.099359687,0.105998989,0.111917412,0.093701165,0.106844945,0.080861992,0.107203939,0.097102462,0.124172177,0.099366083,0.090014985,0.11281502,0.09791638,0.085076001,0.104441438,0.106969404,0.102266475,0.100207659,0.082790342,0.10767582,0.088881171,0.107764744,0.103882313,0.097316549,0.09623577,0.130674854,0.101020444,0.094484555,0.102406478,0.105803799,0.135308551,0.103728156,0.107180585,0.12423946,0.116814928,0.088676533,0.085062224,0.088894116,0.094251908,0.10565952,0.111004787,0.10464027,0.091401197,0.108313559,0.094010677,0.067633692,0.098204644,0.097127454,0.189577583,0.090166258,0.091197515,0.100683708,0,0,0,0,0,0.101728941,0.122188217,0.083988392,0.079648516,0,0.06286958,0,0.059160578,0,0.103946356,0,0,0.074583183,0
max_env_ch2,0.575966288,0.421730647,0.62811443,0.677680805,0.611068031,0.443650591,0.471193504,0.485384828,0.457023717,0.562566098,0.478856497,0.540179712,0.536314103,0.458272234,0.391395461,0.619048899,0.512411856,0.450043891,0.534877342,0.559577327,0.436843723,0.556469746,0.506873245,0.49561318,0.619073623,0.468344591,0.538213288,0.627948641,0.526400554,0.818333333,0.439145685,0.4379051,0.526888082,0.566826215,0.496688708,0.512321568,0.439767474,0.574595482,0.450342672,0.51537019,0.623337828,0.619509463,0.487336164,0.625963439,0.521445387,0.546976102,0.509761958,0.463413686,0.437854784,0.495741132,0.522939637,0.59574265,0.541594181,0.529473442,0.505436754,0.60445568,0.563353712,0.639987757,0.621215688,0.572055984,0.591216234,0.524041615,0.487901828,0.510259694,0.47265138,0.479342855,0.508631293,0.525558354,0.473177206,0.66539198,0.618915961,0.370438654,0.475288853,0.435469039,1.150439385,0.437005903,0.364790062,0.402734833,0.379513838,0.302774243,0.301981255,0.370888322,0.394194998,0.603891896,0.488752867,0.397655466,0.354930112,0.306600766,0.34853196,0.294005391,0.333393956,0.326494292,0.415785424,0.277530335,0.330951202,0.298332734,0.268474998
mean_env_ch2,0.295071279,0.279850926,0.278311618,0.321277879,0.317618886,0.27491075,0.286986843,0.295953707,0.3019256,0.313116102,0.291634959,0.281651079,0.295079023,0.283598779,0.293503135,0.30825756,0.285030198,0.268088381,0.322372111,0.302083912,0.286141953,0.311476524,0.295078607,0.293763141,0.315196512,0.307430561,0.284415848,0.288044266,0.303134771,0.307435583,0.288870598,0.279731462,0.287186785,0.278036505,0.284413498,0.273945954,0.291302929,0.313790624,0.283344822,0.286387347,0.303553921,0.305100005,0.283092363,0.31274771,0.284127241,0.30559335,0.288257023,0.299034605,0.293584259,0.278413336,0.327699993,0.320529236,0.302741911,0.318126182,0.291200508,0.305006833,0.324814669,0.329261832,0.318017406,0.283541653,0.313762773,0.298450096,0.295626365,0.290987848,0.286575796,0.302678992,0.300589202,0.285524168,0.295835338,0.297019456,0.291328975,0.270799471,0.296341447,0.260635683,0.675034882,0.317828778,0.288188972,0.298714332,0.258850446,0.226059582,0.230069732,0.267265712,0.267168134,0.301637495,0.279302051,0.267647744,0.250580231,0.237250689,0.235028866,0.223304744,0.228943452,0.211230418,0.22150144,0.208082552,0.20525932,0.206308858,0.211555227
median_env_ch2,0.271072412,0.265226292,0.251665474,0.308156809,0.295449543,0.268288269,0.269535334,0.276654795,0.30253268,0.298320556,0.281130476,0.268297265,0.276351696,0.270986748,0.291178628,0.294980086,0.262643416,0.253161317,0.296927107,0.288900215,0.270090815,0.288004227,0.286309324,0.268872588,0.296076284,0.300547641,0.274311092,0.262933105,0.282906153,0.292569632,0.285317677,0.263509011,0.27447431,0.263687857,0.273175716,0.266446343,0.291993159,0.293883394,0.276539436,0.254498406,0.286381551,0.278718059,0.273722884,0.291817,0.275085365,0.298411658,0.282382846,0.279149267,0.285716293,0.265480105,0.326741168,0.292180066,0.297969391,0.305085055,0.276276258,0.299956598,0.3119126,0.307462071,0.310970094,0.255978683,0.290432632,0.299450409,0.284819924,0.2780511,0.28459486,0.300403801,0.291789611,0.269993601,0.286586902,0.276114981,0.265739265,0.263033317,0.297943053,0.244175442,0.644564205,0.31794794,0.286582741,0.290619359,0.260503268,0.22363666,0.224455248,0.258859853,0.251883809,0.28029521,0.278589156,0.260423628,0.243235549,0.238832652,0.219369812,0.219033042,0.21256839,0.203879991,0.201985682,0.197298007,0.196831602,0.19365637,0.214358607
max_env_ch1,2.303865153,1.686922588,2.512457718,2.710723219,2.444272123,1.774602363,1.884774016,1.941539311,1.828094866,2.250264393,1.915425987,2.160718848,2.14525641,1.833088935,1.565581843,2.476195597,2.049647423,1.800175564,2.139509367,2.238309307,1.747374892,2.225878982,2.027492979,1.982452721,2.476294492,1.873378363,2.152853151,2.511794566,2.105602217,3.27333333,1.756582742,1.7516204,2.107552326,2.267304861,1.986754833,2.049286274,1.759069894,2.298381928,1.80137069,2.061480761,2.493351313,2.478037851,1.949344656,2.503853756,2.08578155,2.187904406,2.039047833,1.853654745,1.751419137,1.982964526,2.091758547,2.382970598,2.166376723,2.117893768,2.021747017,2.417822718,2.253414849,2.559951026,2.484862753,2.288223935,2.364864935,2.09616646,1.951607314,2.041038776,1.89060552,1.917371421,2.034525173,2.102233418,1.892708825,2.661567919,2.475663846,1.481754616,1.901155413,1.741876157,4.60175754,1.748023613,1.459160246,1.61093933,1.518055352,1.211096974,1.207925019,1.483553289,1.576779993,2.415567583,1.955011469,1.590621865,1.41972045,1.226403062,1.394127839,1.176021562,1.333575822,1.305977167,1.663141695,1.110121338,1.323804809,1.193330936,1.073899991
mean_env_ch1,1.140695994,1.095062635,1.07354237,1.254142047,1.250304812,1.051692087,1.119687735,1.122029438,1.181652645,1.209520343,1.118514327,1.059310272,1.102261268,1.077811284,1.107956348,1.163996217,1.079694075,0.997210707,1.207406355,1.153538496,1.101530035,1.14681327,1.124571962,1.109049571,1.193697661,1.200180637,1.097069736,1.094378558,1.140925603,1.183117475,1.112998298,1.053948374,1.089170283,1.066552811,1.110212098,1.039259069,1.12606399,1.190695881,1.103325505,1.101816841,1.192639979,1.186502999,1.077651807,1.161963105,1.103298259,1.174592382,1.129074871,1.145194844,1.11423477,1.087396043,1.240370462,1.237352942,1.105487847,1.207726309,1.119736922,1.168016105,1.21474558,1.229720257,1.216180083,1.104162829,1.199138167,1.173972213,1.155687067,1.142412465,1.085933492,1.174542308,1.13955956,1.084238895,1.139254159,1.137818106,1.106817458,1.012395969,1.11417652,0.985090892,2.700139529,1.241553077,1.098767562,1.103057353,0.974362311,0.837725846,0.854159491,0.943822165,0.961350479,1.149491225,1.015784515,0.970785249,0.889236307,0.865529134,0.828409911,0.75930263,0.74725193,0.711285678,0.704964003,0.699536971,0.6810489,0.712596612,0.747872259
median_env_ch1,1.055243193,1.046991608,0.988712086,1.21888346,1.154786247,1.018798596,1.063681719,1.070018664,1.175395097,1.168592663,1.090579474,1.024505535,1.009605778,1.025674347,1.122168869,1.112987382,0.985525105,0.921202338,1.109678038,1.083624394,1.045873796,1.087943755,1.083489397,1.05644011,1.116433746,1.147000566,1.011262243,1.016117988,1.075740737,1.104435177,1.07498202,1.008704192,1.035490795,1.026361373,1.078214822,0.970908739,1.092288116,1.098023096,1.088458483,1.009670753,1.115885746,1.101271647,1.048413316,1.079408324,1.077314515,1.139025391,1.089533037,1.090330298,1.072446975,1.031331108,1.257404915,1.127119195,1.048331894,1.152764804,1.092366153,1.086443195,1.153348304,1.188702779,1.17658807,1.010937661,1.099771781,1.115705086,1.130939494,1.092348969,1.065688153,1.116750162,1.099686926,0.995155276,1.10622729,1.056452848,1.038053389,1.008935313,1.139788996,0.920183097,2.57825682,1.24653179,1.064740075,1.084512433,0.960587471,0.826464101,0.837801283,0.935741187,0.932409596,1.08798348,0.956388719,0.927555471,0.848069757,0.875057638,0.810689942,0.735194837,0.714403229,0.686719621,0.680425917,0.691724594,0.653642029,0.697328986,0.723742101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
