,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702236099252891,0.03393413647895707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702236099252891,0.025179911578943462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702236099252891,0.024005447005301907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029116487142043953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017548198801105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019787139632487738,0.04447145628474781,0.06808944397011564,0.15041661243395069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05123471994961743,0.0,0.0,0.037886591018077447,0.0
mean_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029116487142043953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017548198801105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019787139632487738,0.03550135839678459,0.0511643915884796,0.11070157949417461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05123471994961743,0.0,0.0,0.037886591018077447,0.0
median_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029116487142043953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017548198801105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019787139632487738,0.03550135839678459,0.04998585668780488,0.11057559696246146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05123471994961743,0.0,0.0,0.037886591018077447,0.0
max_env_ch2,0.10536440462193065,0.13174842200034692,0.11565535179458208,0.10500894937527407,0.10893828722855078,0.09764328763811518,0.10941444484273197,0.11550262085543082,0.11559904128937029,0.1150201667187912,0.12294699899010426,0.10258067068374971,0.12294597192807784,0.10728613368872134,0.11801945687808084,0.11083947789007549,0.10580815195561348,0.11761328315192844,0.09819480308184153,0.10863229403347867,0.11023955898842376,0.10384480383393689,0.09226090622723312,0.10523706070096422,0.1037704583190759,0.0949315772881554,0.10196362927475268,0.09612421951204991,0.10082805935593875,0.11302333341940465,0.08932994791346972,0.09763661003187092,0.11374546788501871,0.07956453101625602,0.10134519613772541,0.0896551595243485,0.09036198881242952,0.10888790733583052,0.11219517899974937,0.09342967191634201,0.12461023040721078,0.08976841425960312,0.10081933801977733,0.08816890391407818,0.09151416772287672,0.11767162296860774,0.10646289670237352,0.09637024642810504,0.1207019279520442,0.0986629800430549,0.10513681010116983,0.09758799943423951,0.1155820237551176,0.08925630049367103,0.08603220209002725,0.12279254907137227,0.11479764361027717,0.13374144520978098,0.17788582513899123,0.27235777588046256,0.6016664497358027,0.15985930454741593,0.13562478773754458,0.14434101998938412,0.12439721343493627,0.1445828987436853,0.14734716104107284,0.13565496382740946,0.1277707402289856,0.1228114687441265,0.09916782182555668,0.10880697283586092,0.10775846482494733,0.10995211579895756,0.12564648167765294,0.1174491563911604,0.15382325609395742,0.1268389427135376,0.1361241896247139,0.14174148874168022,0.17068693170541593,0.18479804100133126,0.18263030102263283,0.1694116161712994,0.167819491488789,0.21176360391058202,0.20447422173962249,0.20919905759092786,0.20476632182414087,0.18657394536838315,0.2254164674240506,0.18870672337296499
mean_env_ch2,0.08439703685928017,0.09865466961994114,0.09449170772666508,0.084463539493624,0.09135176056582907,0.08037508315218019,0.08983180580854401,0.09185756660745657,0.09012819010721093,0.08628334032325943,0.0897371592466267,0.09026347068187675,0.0978790127955292,0.08819340024639755,0.08824984327782578,0.08526922616084671,0.09217108920359948,0.08993599636886582,0.08334572053131474,0.07927577363286938,0.08725319648003532,0.0805309584263336,0.08281746711204598,0.0881224425070502,0.08065900533505438,0.08651008287708713,0.08326756871925434,0.08091700257076279,0.08652097529550987,0.08803001131787466,0.07418053560991168,0.08015364803269473,0.08111064133458006,0.07680536771062471,0.0849896723663146,0.07574113882089045,0.08378665865417341,0.09167892892534013,0.09133542111712759,0.07995318298832223,0.09483587543922305,0.07875120435285421,0.08358356088919458,0.08054519138166229,0.0756196736588975,0.0896756298918372,0.08379030955220466,0.07827640797102381,0.083621702000372,0.08155418376834145,0.0849217475533946,0.07884925749646816,0.0888062384159962,0.07913219502626845,0.07572127639937654,0.08246049064635759,0.08605737396392704,0.08788009134626637,0.09286648696589178,0.16178882169791817,0.39853462698984565,0.14687455129529337,0.1204312357027184,0.11758158146419392,0.11476634407802518,0.1282545245110296,0.11832659404958258,0.12044987344219768,0.11165516479465658,0.10983585659634432,0.09775079032483569,0.10200056438548946,0.09825119199576128,0.09854269829601907,0.09110520212101499,0.09457990191643384,0.10410896296097971,0.09950798507285953,0.11310875593949453,0.11653754530204703,0.12569830483028865,0.13253197250811058,0.13090819815115434,0.14282011885226037,0.13655461283715611,0.1612611422731887,0.16155290910947973,0.16952853615982322,0.16126786047655084,0.154363030657124,0.16059477587946763,0.15451272726405432
median_env_ch2,0.0825794682659901,0.09227129291769372,0.09514409040203131,0.08166227488836895,0.08999771891316136,0.08043008246222465,0.09258297387273226,0.09069555364723729,0.09221717065952337,0.0827744651095953,0.09239416131364712,0.0940673939487979,0.09272062706576359,0.08586330139812393,0.0882160579165518,0.0850063920499318,0.0913698319136155,0.08912641646311745,0.08146463881467883,0.076068542815624,0.08318523574265557,0.08201952485307405,0.0850635673022533,0.0840165345673925,0.08080270565240531,0.08351395413221208,0.08260341104019639,0.08062601465180384,0.08529246071475327,0.0840460531757038,0.07115410995828203,0.07934957723401524,0.07583113203712624,0.07680536771062471,0.0853617851042046,0.07386170541435844,0.08601624117560695,0.09120151427553877,0.09311186277989354,0.07971690257610037,0.09188688468971971,0.0795089404737914,0.08197954975733451,0.08631347285485265,0.07496998558553654,0.08785483805440451,0.08156155990591372,0.07642270719914618,0.08106014091815189,0.08202096056027189,0.08503283343084851,0.07744606847960393,0.0921482429870122,0.078545862434266,0.07458499390616422,0.07730934405332404,0.08520733307657255,0.0861708019446003,0.09057294474256734,0.15656613789781315,0.4077618190415392,0.14720435016055516,0.12202702225936765,0.1172301731856261,0.1176701317863666,0.1274635367707501,0.1146986501430364,0.11813011481818411,0.1103424974561159,0.11183854341187542,0.09775079032483569,0.10229581641781564,0.0978844756199926,0.0991760850256149,0.08796372179382561,0.09629901285109575,0.10550146212141863,0.09656542346845777,0.11024368583125391,0.11508016366373154,0.12212255800843091,0.13281557051817522,0.12883524111651246,0.14734270683294082,0.13994772463981087,0.16515600469986103,0.1641373473602602,0.16688841062837972,0.15717660471023392,0.1550217311463138,0.15625678031108525,0.15093058050688335
max_env_ch1,0.4214576184877226,0.5269936880013877,0.4662662635229207,0.4449416019602536,0.43575314891420314,0.3905731505524607,0.43765777937092787,0.4620104834217233,0.46239616515748116,0.4600806668751648,0.49178799596041706,0.41418248993122664,0.49178388771231135,0.42914453475488534,0.47207782751232336,0.44335791156030196,0.4232326078224539,0.47045313260771376,0.3927792123273661,0.4345291761339147,0.44095823595369504,0.41537921533574756,0.38251863407243375,0.4209482428038569,0.4150818332763036,0.4087945166288409,0.4078545170990107,0.38449687804819965,0.4047608741926337,0.4520933336776186,0.3606278516313281,0.3905464401274837,0.45498187154007486,0.3978879085801686,0.40538078455090165,0.3686859940136766,0.36618596127053776,0.4355516293433221,0.4487807159989975,0.395621407284717,0.4984409216288431,0.38297893986519865,0.4032773520791093,0.40515514492486554,0.3741399542207324,0.47068649187443096,0.4258515868094941,0.40420317751059764,0.4828077118081768,0.3946519201722196,0.42054724040467933,0.45232759698410385,0.4623280950204704,0.38388192961821577,0.3635499223921473,0.4911701962854891,0.45919057444110867,0.5349657808391239,0.7115433005559649,1.0894311035218502,2.406665798943211,0.7284212324294701,0.6089256872708606,0.5773640799575365,0.5156498141049145,0.5783315949747412,0.5893886441642914,0.5426198553096379,0.5627384870615245,0.531371249524026,0.48746180867719546,0.4725649526581738,0.44970303201772244,0.4398084631958302,0.5063113057699832,0.4697966255646416,0.6152930243758297,0.5073557708541504,0.5444967584988556,0.5927499431855255,0.6827477268216637,0.7391921640053251,0.7305212040905313,0.6776464646851976,0.671277965955156,0.8470544156423281,0.8178968869584899,0.8367962303637114,0.8190652872965635,0.7462957814735326,0.9016658696962024,0.7548268934918599
mean_env_ch1,0.3065196787955625,0.3533264790016367,0.3322956047769794,0.31974432647380996,0.30295545201910645,0.28865107839640813,0.3080320414655768,0.3096058373638317,0.3147615542489446,0.3132497961603962,0.3186988892144075,0.32989754907208674,0.3199170077790534,0.3188583569960397,0.3153711247719774,0.3137351420544713,0.3133939516410336,0.31193705371716557,0.2988666658079975,0.27785547682156425,0.29763863281577146,0.2799227423809754,0.28092880651809954,0.28166609317206937,0.2846444994492404,0.28998259059777415,0.2899005923521248,0.27835008952547236,0.28664625504337954,0.28259321881639415,0.2707542558250574,0.2807293836470899,0.2901472046088597,0.2805469424429043,0.2725084414885642,0.2765916344247374,0.2873861890864023,0.3013189576776648,0.301507950910901,0.2887193897574224,0.3191857129686133,0.29003561812089934,0.27856944472088424,0.27915408037711953,0.2772081837664421,0.2882739548706579,0.29949169601934095,0.27529287370150923,0.28306714269621286,0.2817212656539866,0.2902395176562034,0.28659348998287076,0.27090802742509285,0.281681775075905,0.2762323247271744,0.27296182931610946,0.2750832213818754,0.30982699013482495,0.3319422585091336,0.6313978502674364,1.5941385079593826,0.5566029258565633,0.45510834506993325,0.39792058376694794,0.405554779490585,0.44092391516603546,0.4319808693936553,0.4095025154171249,0.4189669326972504,0.40062356491605594,0.3652937740430885,0.35019760200397365,0.3325391976835144,0.31577068881021625,0.31441081416298367,0.32885580827774324,0.35721211674284886,0.3489180777782686,0.3647158897845756,0.4062699066758017,0.4478298652569431,0.4768412178701186,0.49175190919354517,0.528195672446961,0.5132912014008796,0.6137086780228588,0.5886400432080551,0.624913544869548,0.6151814909536866,0.5552507915627805,0.6013952096609283,0.5730962828998334
