,4/30/2023 0:00,4/30/2023 0:15,4/30/2023 0:30,4/30/2023 0:45,4/30/2023 1:00,4/30/2023 1:15,4/30/2023 1:30,4/30/2023 1:45,4/30/2023 2:00,4/30/2023 2:15,4/30/2023 2:30,4/30/2023 2:45,4/30/2023 3:00,4/30/2023 3:15,4/30/2023 3:30,4/30/2023 3:45,4/30/2023 4:00,4/30/2023 4:15,4/30/2023 4:30,4/30/2023 4:45,4/30/2023 5:00,4/30/2023 5:15,4/30/2023 5:30,4/30/2023 5:45,4/30/2023 6:00,4/30/2023 6:15,4/30/2023 6:30,4/30/2023 6:45,4/30/2023 7:00,4/30/2023 7:15,4/30/2023 7:30,4/30/2023 7:45,4/30/2023 8:00,4/30/2023 8:15,4/30/2023 8:30,4/30/2023 8:45,4/30/2023 9:00,4/30/2023 9:15,4/30/2023 9:30,4/30/2023 9:45,4/30/2023 10:00,4/30/2023 10:15,4/30/2023 10:30,4/30/2023 10:45,4/30/2023 11:00,4/30/2023 11:15,4/30/2023 11:30,4/30/2023 11:45,4/30/2023 12:00,4/30/2023 12:15,4/30/2023 12:30,4/30/2023 12:45,4/30/2023 13:00,4/30/2023 13:15,4/30/2023 13:30,4/30/2023 13:45,4/30/2023 14:00,4/30/2023 14:15,4/30/2023 14:30,4/30/2023 14:45,4/30/2023 15:00,4/30/2023 15:15,4/30/2023 15:30,4/30/2023 15:45,4/30/2023 16:00,4/30/2023 16:15,4/30/2023 16:30,4/30/2023 16:45,4/30/2023 17:00,4/30/2023 17:15,4/30/2023 17:30,4/30/2023 17:45,4/30/2023 18:00,4/30/2023 18:15,4/30/2023 18:30,4/30/2023 18:45,4/30/2023 19:00,4/30/2023 19:15,4/30/2023 19:30,4/30/2023 19:45,4/30/2023 20:00,4/30/2023 20:15,4/30/2023 20:30,4/30/2023 20:45,4/30/2023 21:00,4/30/2023 21:15,4/30/2023 21:30,4/30/2023 21:45,4/30/2023 22:00,4/30/2023 22:15,4/30/2023 22:30,4/30/2023 22:45,4/30/2023 23:00,4/30/2023 23:15,4/30/2023 23:30,4/30/2023 23:45,5/1/2023 0:00,5/1/2023 0:15,5/1/2023 0:30,5/1/2023 0:45,5/1/2023 1:00,5/1/2023 1:15,5/1/2023 1:30,5/1/2023 1:45,5/1/2023 2:00,5/1/2023 2:15,5/1/2023 2:30,5/1/2023 2:45,5/1/2023 3:00,5/1/2023 3:15,5/1/2023 3:30,5/1/2023 3:45,5/1/2023 4:00,5/1/2023 4:15,5/1/2023 4:30,5/1/2023 4:45,5/1/2023 5:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183389879,0.168738898,0.154506847,0,0,0,0,0.183741717,0,0,0,0,0.143180391,0,0,0,0,0,0,0,0.146400695,0,0,0,0.139106306,0,0,0,0,0,0,0,0,0,0,0.134374618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134024405,0,0,0,0.222780351,0,0,0,0,0,0,0.152160208,0.139314872,0,0.146186551,0.174671206,0,0,0.167329148,0,0.17569853,0,0,0.156216576,0,0.179008864,0.18534746,0,0.16639277,0.162505844,0,0,0,0.154405319,0,0,0.165716808,0,0.132472227,0,0,0,0.156593609,0.131965161,0,0
mean_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183389879,0.168738898,0.154506847,0,0,0,0,0.183741717,0,0,0,0,0.143180391,0,0,0,0,0,0,0,0.146400695,0,0,0,0.139106306,0,0,0,0,0,0,0,0,0,0,0.134374618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134024405,0,0,0,0.222780351,0,0,0,0,0,0,0.149260311,0.139314872,0,0.146186551,0.174671206,0,0,0.167329148,0,0.17569853,0,0,0.156216576,0,0.179008864,0.18534746,0,0.16639277,0.154411514,0,0,0,0.154405319,0,0,0.165716808,0,0.132472227,0,0,0,0.156593609,0.131965161,0,0
median_env_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183389879,0.168738898,0.154506847,0,0,0,0,0.183741717,0,0,0,0,0.143180391,0,0,0,0,0,0,0,0.146400695,0,0,0,0.139106306,0,0,0,0,0,0,0,0,0,0,0.134374618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134024405,0,0,0,0.222780351,0,0,0,0,0,0,0.149260311,0.139314872,0,0.146186551,0.174671206,0,0,0.167329148,0,0.17569853,0,0,0.156216576,0,0.179008864,0.18534746,0,0.16639277,0.154411514,0,0,0,0.154405319,0,0,0.165716808,0,0.132472227,0,0,0,0.156593609,0.131965161,0,0
max_env_ch2,0.744629432,0.774512348,0.765611749,0.766608687,0.75762813,0.747426047,0.733216393,0.785775263,0.717963053,0.686482935,0.697954098,0.693064858,0.726113264,0.726453895,0.698425652,0.739692865,0.740365959,0.715395603,0.765322119,0.722535643,0.781507165,0.780266405,0.797221982,0.816352318,0.754276446,0.749502033,0.822489116,0.653979738,0.593730271,0.637382745,0.594427815,0.631809435,0.611540924,0.618796716,0.572793723,0.575231785,0.594391549,0.712476161,0.588856068,0.655082174,0.58737704,0.657815376,0.64640338,0.619083907,0.631313925,0.668924534,0.682836095,0.652713004,0.68679817,0.664239271,0.706801331,0.738430135,0.746318267,0.725362286,0.732515444,0.649782856,0.730328481,0.731298032,0.71389188,0.796096848,0.590523397,0.579147662,0.617394549,0.624348568,0.671641406,0.674309761,0.65219084,0.709441014,0.683515663,0.657432796,0.62753575,0.61622875,0.569873095,0.618217864,0.6893579,0.891121405,0.760309398,0.800415276,0.747248203,0.636817453,0.62638047,0.675131497,0.662470766,0.674310891,0.687818553,0.692266764,0.757207396,0.694146954,0.694424539,0.672789824,0.81361149,0.710209006,0.7379856,0.750858657,0.785031993,0.79161985,0.798129522,0.791632199,0.758168731,0.740804714,0.674775073,0.682739671,0.727723472,0.670496757,0.691418477,0.740352917,0.661428289,0.713129181,0.629697939,0.677937956,0.660092983,0.675924101,0.65749055,0.659392756,0.587313018,0.656011008,0.687569437
mean_env_ch2,0.593916281,0.609664497,0.611513663,0.580588385,0.586505335,0.58212423,0.590314704,0.584805263,0.579851961,0.573930603,0.569928904,0.567008254,0.579067028,0.571339625,0.571630006,0.604406568,0.60283076,0.599842322,0.606375863,0.583627514,0.609282547,0.612420843,0.614704708,0.6161963,0.610426218,0.603604251,0.620431468,0.535647918,0.51067218,0.517666085,0.511349797,0.484627739,0.491866621,0.495413804,0.498039334,0.507326572,0.50507158,0.514218528,0.499671928,0.505953955,0.497317656,0.530696261,0.527696625,0.537647962,0.51789349,0.535347263,0.538651729,0.532200454,0.532149508,0.555377837,0.556127952,0.554987012,0.6011127,0.556469367,0.546119913,0.545689576,0.572659697,0.575920457,0.571774592,0.625440165,0.503102226,0.483354564,0.489467397,0.501409566,0.51543032,0.529299221,0.535439607,0.561358079,0.541096715,0.546515142,0.536859587,0.500777523,0.477539122,0.492291498,0.583056224,0.589716433,0.584720082,0.643155721,0.579411642,0.543648561,0.548497301,0.568279244,0.574588492,0.587620867,0.590758475,0.588496805,0.593272219,0.602413393,0.614249085,0.589662658,0.627077224,0.611803127,0.612160922,0.638741898,0.637312595,0.648930393,0.64127719,0.645068479,0.629740498,0.620128753,0.593338692,0.587657427,0.585724515,0.575926224,0.586513709,0.565882333,0.566255472,0.55160241,0.551404705,0.541316413,0.54131893,0.528281993,0.55322435,0.527169123,0.503565777,0.554671134,0.536737892
median_env_ch2,0.592755903,0.602861913,0.608217441,0.585605533,0.580299089,0.5743271,0.593280586,0.590182758,0.592049188,0.563319363,0.563555194,0.568753195,0.570798592,0.576714629,0.57370332,0.59185014,0.606609023,0.599582994,0.607651337,0.585532638,0.614829277,0.604931934,0.615391911,0.618603679,0.612059801,0.6099684,0.59714154,0.538007514,0.507825658,0.522931267,0.498769908,0.479486809,0.488606849,0.492356866,0.491414601,0.512439255,0.504330914,0.512033594,0.502819788,0.498235948,0.487897202,0.524787694,0.520488267,0.541399572,0.516896089,0.536522731,0.532244689,0.527495476,0.525799267,0.546592182,0.553788974,0.557816573,0.595028855,0.552596075,0.539848204,0.545282576,0.565489143,0.573567226,0.564565872,0.627610909,0.498410351,0.48381184,0.498928781,0.497771664,0.506619562,0.522218304,0.538091552,0.561831018,0.527215637,0.545894643,0.537789972,0.499436539,0.467861059,0.486784294,0.581403913,0.597256143,0.586800165,0.644239928,0.576117731,0.541469748,0.544617789,0.565106974,0.573444334,0.584555843,0.586819528,0.577752416,0.590678214,0.597739607,0.61012515,0.583174466,0.618401611,0.605617666,0.608399389,0.638443577,0.626921316,0.643635189,0.633124821,0.645911908,0.627361964,0.620377273,0.596125804,0.586211975,0.576946905,0.573608879,0.587042107,0.560109313,0.566419234,0.543132404,0.56076141,0.542001507,0.536437601,0.525204257,0.556282981,0.524344214,0.507675314,0.55195407,0.522186486
max_env_ch1,2.978517729,3.098049392,3.062446996,3.066434748,3.030512522,2.989704186,2.932865572,3.143101053,2.87185221,2.74593174,2.791816392,2.772259434,2.904453057,2.905815582,2.793702607,2.958771458,2.961463837,2.861582413,3.061288476,2.890142573,3.126028661,3.12106562,3.188887927,3.265409274,3.017105786,2.998008133,3.289956463,2.615918951,2.374921082,2.549530979,2.377711262,2.527237741,2.446163695,2.475186862,2.291174893,2.30092714,2.377566196,2.849904643,2.355424271,2.620328695,2.34950816,2.631261506,2.585613521,2.476335626,2.525255698,2.675698135,2.731344379,2.610852014,2.747192679,2.656957082,2.827205325,2.953720542,2.985273068,2.901449144,2.930061777,2.599131425,2.921313926,2.925192127,2.855567521,3.184387392,2.36209359,2.316590649,2.469578196,2.497394271,2.686565626,2.697239045,2.608763361,2.837764055,2.73406265,2.629731184,2.510143001,2.464914999,2.279492381,2.472871455,2.757431598,3.56448562,3.041237593,3.201661105,2.988992812,2.547269811,2.505521881,2.700525989,2.649883065,2.697243563,2.751274213,2.769067057,3.028829584,2.776587817,2.777698155,2.691159297,3.254445959,2.840836025,2.951942398,3.003434626,3.140127974,3.166479401,3.192518089,3.166528798,3.032674924,2.963218857,2.699100294,2.730958682,2.910893889,2.681987027,2.765673908,2.961411669,2.645713155,2.852516723,2.518791758,2.711751825,2.640371932,2.703696403,2.629962202,2.637571022,2.34925207,2.62404403,2.75027775
mean_env_ch1,2.329470754,2.423504667,2.420659084,2.298421792,2.322295641,2.289390349,2.337431271,2.324364387,2.314073116,2.253260197,2.272792597,2.255815277,2.287294013,2.260493069,2.262915133,2.404149976,2.39735863,2.389042226,2.404252146,2.334510056,2.416363999,2.43901992,2.423205132,2.453245399,2.437403949,2.391596377,2.47422788,2.10355269,2.020397115,2.053719231,1.996330415,1.884154588,1.921938466,1.955187371,1.948799339,2.008625967,1.987302953,2.007089545,1.979015715,1.985391941,1.967441383,2.094891959,2.044749523,2.094761098,2.033359604,2.122949626,2.145875749,2.099461366,2.083660558,2.190112288,2.21113866,2.200215793,2.395905568,2.193433874,2.167638616,2.158675455,2.277992378,2.288515248,2.276655464,2.49109172,1.960296696,1.859171015,1.892573205,1.963215453,2.022779875,2.079375093,2.11033352,2.22464388,2.126747257,2.146830895,2.104137672,1.980343604,1.880748171,1.932501128,2.255492602,2.339644722,2.318155915,2.558111888,2.314551949,2.156584902,2.180357842,2.258069371,2.287209645,2.347759701,2.356041419,2.340665321,2.367185804,2.397262919,2.456996341,2.352089613,2.49242138,2.43910785,2.436503311,2.535620302,2.550141572,2.595721574,2.562655219,2.567301594,2.518961991,2.464954614,2.367890013,2.344124453,2.336869875,2.293819757,2.3300077,2.26055997,2.243007116,2.19972212,2.160739335,2.15118473,2.145110114,2.086068603,2.202636732,2.093747277,1.991476216,2.201707812,2.12755313
median_env_ch1,2.324785756,2.402366682,2.408813998,2.328950962,2.290488227,2.254795729,2.367918775,2.336350547,2.352236704,2.226710009,2.243501289,2.268689779,2.253728839,2.288887866,2.265225019,2.363776691,2.422906154,2.384852456,2.424679377,2.34213055,2.424074333,2.400918705,2.399556304,2.453794712,2.443633384,2.395921694,2.386311141,2.120227539,2.016164244,2.0764308,1.956330741,1.871456752,1.94166189,1.943045736,1.939359389,2.0259507,1.997595386,1.992284283,2.004939176,1.966974819,1.93618353,2.077501213,2.014028795,2.117387014,2.016013794,2.130861477,2.125648529,2.089434153,2.091666691,2.17871475,2.202719863,2.200396976,2.377176407,2.19431588,2.14382973,2.150400555,2.257121129,2.288391517,2.253335322,2.500159066,1.972436576,1.881801422,1.881824644,1.94477921,2.002717726,2.025773945,2.123712999,2.21339972,2.095868916,2.138254105,2.11645606,1.959529877,1.835903822,1.917902717,2.259557256,2.349720441,2.333186381,2.545933703,2.3004054,2.148138058,2.175437558,2.256341049,2.285403924,2.335507734,2.345310438,2.297417641,2.358434556,2.387424654,2.440500598,2.326465712,2.457591595,2.411975253,2.42843231,2.522864041,2.512556243,2.574540757,2.532079448,2.574466393,2.509447856,2.470512315,2.381754809,2.34290782,2.304810511,2.286836714,2.326250082,2.235448616,2.256093474,2.162102119,2.168931322,2.147983736,2.105240041,2.048578905,2.218218243,2.09104807,1.987495721,2.199595241,2.068078637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
