,05/03/23 06:00:00,05/03/23 06:15:00,05/03/23 06:30:00,05/03/23 06:45:00,05/03/23 07:00:00,05/03/23 07:15:00,05/03/23 07:30:00,05/03/23 07:45:00,05/03/23 08:00:00,05/03/23 08:15:00,05/03/23 08:30:00,05/03/23 08:45:00,05/03/23 09:00:00,05/03/23 09:15:00,05/03/23 09:30:00,05/03/23 09:45:00,05/03/23 10:00:00,05/03/23 10:15:00,05/03/23 10:30:00,05/03/23 10:45:00,05/03/23 11:00:00,05/03/23 11:15:00,05/03/23 11:30:00,05/03/23 11:45:00,05/03/23 12:00:00,05/03/23 12:15:00,05/03/23 12:30:00,05/03/23 12:45:00,05/03/23 13:00:00,05/03/23 13:15:00,05/03/23 13:30:00,05/03/23 13:45:00,05/03/23 14:00:00,05/03/23 14:15:00,05/03/23 14:30:00,05/03/23 14:45:00,05/03/23 15:00:00,05/03/23 15:15:00,05/03/23 15:30:00,05/03/23 15:45:00,05/03/23 16:00:00,05/03/23 16:15:00,05/03/23 16:30:00,05/03/23 16:45:00,05/03/23 17:00:00,05/03/23 17:15:00,05/03/23 17:30:00,05/03/23 17:45:00,05/03/23 18:00:00,05/03/23 18:15:00,05/03/23 18:30:00,05/03/23 18:45:00,05/03/23 19:00:00,05/03/23 19:15:00,05/03/23 19:30:00,05/03/23 19:45:00,05/03/23 20:00:00,05/03/23 20:15:00,05/03/23 20:30:00,05/03/23 20:45:00,05/03/23 21:00:00,05/03/23 21:15:00,05/03/23 21:30:00,05/03/23 21:45:00,05/03/23 22:00:00,05/03/23 22:15:00,05/03/23 22:30:00,05/03/23 22:45:00,05/03/23 23:00:00,05/03/23 23:15:00,05/03/23 23:30:00,05/03/23 23:45:00,05/04/23 00:00:00,05/04/23 00:15:00,05/04/23 00:30:00,05/04/23 00:45:00,05/04/23 01:00:00,05/04/23 01:15:00,05/04/23 01:30:00,05/04/23 01:45:00,05/04/23 02:00:00,05/04/23 02:15:00,05/04/23 02:30:00,05/04/23 02:45:00,05/04/23 03:00:00,05/04/23 03:15:00,05/04/23 03:30:00,05/04/23 03:45:00,05/04/23 04:00:00,05/04/23 04:15:00,05/04/23 04:30:00,05/04/23 04:45:00,05/04/23 05:00:00,05/04/23 05:15:00,05/04/23 05:30:00,05/04/23 05:45:00,05/04/23 06:00:00,05/04/23 06:15:00,05/04/23 06:30:00,05/04/23 06:45:00,05/04/23 07:00:00,05/04/23 07:15:00,05/04/23 07:30:00,05/04/23 07:45:00,05/04/23 08:00:00,05/04/23 08:15:00,05/04/23 08:30:00,05/04/23 08:45:00,05/04/23 09:00:00,05/04/23 09:15:00,05/04/23 09:30:00,05/04/23 09:45:00,05/04/23 10:00:00,05/04/23 10:15:00,05/04/23 10:30:00,05/04/23 10:45:00,05/04/23 11:00:00,05/04/23 11:15:00,05/04/23 11:30:00,05/04/23 11:45:00,05/04/23 12:00:00
mean_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510384864782449,0.0,0.0,0.08694369307960094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08806322208937804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08135349247844119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08503671529736749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06488621939943857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545954041700913,0.0,0.0,0.0,0.0,0.0
mean_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510384864782449,0.0,0.0,0.07154687082643162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08806322208937804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08135349247844119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08503671529736749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06488621939943857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545954041700913,0.0,0.0,0.0,0.0,0.0
median_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510384864782449,0.0,0.0,0.06916801569717618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08806322208937804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08135349247844119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08503671529736749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06488621939943857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545954041700913,0.0,0.0,0.0,0.0,0.0
max_env_ch3,0.0,0.12349936619609424,0.0,0.0,0.1209538643476715,0.0,0.0,0.0,0.12403065458773638,0.0,0.0,0.0,0.0,0.0,0.10345236201587849,0.0,0.08698302218906227,0.1197397682806591,0.0,0.0,0.10349163284777008,0.11271265348977634,0.0,0.0,0.13401710167240097,0.10213096779841536,0.1255832647348348,0.0,0.11204155441380699,0.0,0.0,0.1292338637014593,0.13470953856836912,0.1423736479051299,0.0,0.14387633805814598,0.0,0.0,0.0,0.14041539459129795,0.0,0.15143071489681234,0.34777477231840376,0.4051641884696503,0.3908583918749588,0.4605802115980699,0.3900822320273454,0.3650448353395207,0.40467301636182,0.38011892625447763,0.40904752098434494,0.3649543512242625,0.38452788118401354,0.4216170234956758,0.3781403791292857,0.3571246416467133,0.38305165745622344,0.3763404725993925,0.359009526882515,0.3561896575017441,0.40771766244736046,0.37147746569887485,0.34020411741081485,0.40529925662888916,0.3652321049306989,0.36422202671228504,0.3681637559881555,0.3504973024707049,0.37057868627232365,0.37269314198566006,0.39183642277341296,0.3958996685352676,0.35458522107548274,0.35976576668851146,0.34022063711627426,0.4053884785388567,0.3337114466780505,0.33423267912210436,0.39332483156066933,0.40115510272127947,0.33722474077604714,0.34821280284092254,0.33889267477122204,0.37456126571669573,0.39268505377818996,0.3487567339940027,0.36264693116455604,0.3541565841009214,0.32539952517741677,0.3481022785339764,0.4241877276130371,0.3779024962751565,0.42605161320593726,0.32084339167787596,0.318873260672396,0.3331086527140985,0.3408382043202057,0.3860673948798977,0.3120920937936852,0.40554778887578635,0.40343444188715694,0.3452686062235308,0.3620728688271088,0.36112284982293863,0.3310338784112599,0.43403472926711817,0.3608498448834552,0.36801857362353046,0.38974474175316753,0.4143690945973082,0.4593829905910259,0.42669792266637874,0.5216071976465165,0.4370955496965943,0.38292484977099156,0.46183816166803654,0.4292246129111817,0.45291933544537344,0.41045228515252463,0.40561689996020145,0.48644418480872154
mean_env_ch3,0.0,0.12349936619609424,0.0,0.0,0.1209538643476715,0.0,0.0,0.0,0.1220801233589362,0.0,0.0,0.0,0.0,0.0,0.10345236201587849,0.0,0.08698302218906227,0.1197397682806591,0.0,0.0,0.10349163284777008,0.11084394182868025,0.0,0.0,0.13401710167240097,0.10132877531954934,0.1255832647348348,0.0,0.11204155441380699,0.0,0.0,0.1292338637014593,0.13470953856836912,0.1423736479051299,0.0,0.14387633805814598,0.0,0.0,0.0,0.14041539459129795,0.0,0.15143071489681234,0.2219377512708781,0.34649440375956425,0.3209590894569499,0.33624950233048795,0.3190125895403822,0.32486700868440815,0.32659388000512063,0.32157742353633917,0.32589489939987615,0.3059560789937036,0.33031115563930213,0.33753523348550935,0.3180215697733282,0.31686316204864334,0.3054052060890263,0.30249155278622136,0.3127239653874825,0.3081932796679976,0.29864426866522675,0.322541564785743,0.3103391522905118,0.3177431556254478,0.32002096928119833,0.3191386413684652,0.3092618030322401,0.2952055090525136,0.3024190820419184,0.30374714579008444,0.30669501865039744,0.30467615560427386,0.2953173021883885,0.3078298366900375,0.29993084928915326,0.3112364788210871,0.2951312056724384,0.28789969921030434,0.3016867591614614,0.2983810021323844,0.2853105023663941,0.2877414304889331,0.2963360075866028,0.3130545355871083,0.3097992873950912,0.29123701013441994,0.2988430146486129,0.30018551341611394,0.2910635021956151,0.2952286694703564,0.3031710531819712,0.29860446381057076,0.2884212781141646,0.2828697697322804,0.2850677103373919,0.2798522820238164,0.2860214311950899,0.2845522183265568,0.2794031570709427,0.3012453283018681,0.2984680440675071,0.2841702767964112,0.2966272577451522,0.27993140168159697,0.2907372267176931,0.30291876418230157,0.29167652722921955,0.2946584366722257,0.29220229102281675,0.3109121581646168,0.29876409048793084,0.2931858538560652,0.3185030641884146,0.30911496025555185,0.305481383715322,0.3175475535937742,0.31270981737545633,0.3173891330075745,0.3323392221263977,0.33076502040354366,0.32085543399912886
median_env_ch3,0.0,0.12349936619609424,0.0,0.0,0.1209538643476715,0.0,0.0,0.0,0.1220801233589362,0.0,0.0,0.0,0.0,0.0,0.10345236201587849,0.0,0.08698302218906227,0.1197397682806591,0.0,0.0,0.10349163284777008,0.11084394182868025,0.0,0.0,0.13401710167240097,0.10132877531954934,0.1255832647348348,0.0,0.11204155441380699,0.0,0.0,0.1292338637014593,0.13470953856836912,0.1423736479051299,0.0,0.14387633805814598,0.0,0.0,0.0,0.14041539459129795,0.0,0.15143071489681234,0.21478798080790037,0.34341902409295444,0.3171189626851052,0.3268676451439644,0.30637792133301794,0.3226046801225112,0.3202547662351938,0.3186640345094315,0.3268757864932566,0.2988686936502223,0.32959481974565186,0.3325243200530703,0.3192034768265909,0.3161839873678255,0.30574738977419685,0.29802661279688397,0.3095883592845692,0.30939756548709046,0.29553950569781634,0.3199943424479912,0.31811245777641306,0.3184919167250426,0.31666709637914964,0.32221893833272264,0.30325254951964165,0.28912639018283265,0.30068806866511055,0.3045153081632633,0.2978516471429749,0.3009121763960261,0.2858063227607415,0.3050307251409021,0.2925972148379746,0.3065265932076958,0.3034385709399112,0.28458452167180803,0.2941777695378071,0.29769101389278096,0.2816343577881496,0.28430571882056954,0.2915832360111632,0.3101416601601635,0.3091677089829475,0.28881924691852295,0.2882550362239243,0.29288086516628314,0.29375995203344707,0.2927521442640449,0.2866542938756003,0.29234727408471994,0.28236867936094123,0.2817138828558977,0.2851908796831085,0.28346158345248107,0.2840393218517739,0.27660783446839876,0.2771274467113395,0.29908329829421504,0.2806235652410363,0.2764305069125317,0.2993317402886717,0.26875906551062956,0.2901737265286326,0.3016919515551173,0.2890910577692506,0.29417053755761224,0.28409164891811467,0.29053120549840866,0.29124467701121015,0.2890013846302977,0.3056411980684627,0.29622720471167274,0.29462325897494795,0.30259852874129134,0.31224830850410273,0.2996231258377623,0.3309922526696225,0.33527463995090956,0.3121703318975515
max_env_ch2,0.48423742230116806,0.5840805131526109,0.5007175563639622,0.48396615317188224,0.5244094259933295,0.5123180041834114,0.48845866144553196,0.5312949879460784,0.4961226183509455,0.4951646949418391,0.5111972065393444,0.5106738076664958,0.5343467541099562,0.48256086855547925,0.5140067577935017,0.48444584477331604,0.557777471707588,0.5222463669583961,0.497266557574751,0.5067317715073592,0.5052959587172074,0.48750046233593447,0.45428604475314377,0.5027385655222644,0.5360684066896039,0.4939346552266515,0.5070685339341788,0.5200457598083168,0.5030867847244576,0.5535890886569994,0.528749814179562,0.5390334087528065,0.5388381542734765,0.5694945916205196,0.5654730862216841,0.5892189813475592,0.5845339876499626,0.5770118931296953,0.6319240861542554,0.5939073475706856,0.5992031186675039,0.6104932903372242,1.391099089273615,1.6213663085396337,1.5634335674998352,1.8423208463922796,1.5603289281093815,1.4662539255052933,1.661470570640714,1.5204757050179105,1.6361900839373797,1.45981740489705,1.5381115247360542,1.6864680939827033,1.5125615165171429,1.488218566659395,1.5322066298248938,1.50536189039757,1.43603810753006,1.4247586300069763,1.6308706497894419,1.4859098627954994,1.3608164696432594,1.6211970265155566,1.4609284197227956,1.4568881068491402,1.472655023952622,1.4293935819893528,1.4823147450892946,1.4907725679426402,1.5673456910936518,1.5835986741410704,1.418340884301931,1.4390630667540458,1.360882548465097,1.6215539141554267,1.3778125710597267,1.3369307164884174,1.5732993262426773,1.6046204108851179,1.462497850647648,1.3928512113636902,1.3555706990848881,1.498245062866783,1.5707402151127599,1.3950269359760108,1.4505877246582242,1.4166263364036855,1.301598100709667,1.3924091141359056,1.6967509104521483,1.511609985100626,1.704206452823749,1.3081697324397028,1.2972004918367486,1.4314669372681041,1.3633528172808227,1.5442695795195909,1.3078763828339361,1.6221911555031454,1.6137377675486277,1.3810744248941231,1.4482914753084353,1.4444913992917545,1.3241355136450397,1.7361389170684727,1.4433993795338207,1.4720742944941219,1.5589789670126701,1.6574763783892328,1.8375319623641035,1.706791690665515,2.086428790586066,1.7483821987863772,1.5316993990839662,1.8473526466721462,1.7168984516447268,1.8116773417814938,1.6418091406100985,1.6224675998408058,1.9457767392348861
mean_env_ch2,0.42924801802911866,0.4360811871673396,0.43399833800494464,0.4324843228248202,0.4293525047652861,0.4330077685188174,0.4284904421291767,0.4223072648908106,0.4295433004978197,0.4181642656030249,0.4216869095464234,0.42646344322221263,0.42143529313035066,0.4299546080760719,0.42955878437112066,0.4268055525116877,0.4201724736578832,0.41065260754543786,0.42154377844730506,0.4238418815410062,0.4141582851329475,0.4158248710862161,0.40151496814504883,0.4174017633978856,0.43127330647148293,0.4268933918610806,0.43652526125295305,0.4309008611897506,0.445119332707203,0.4450073484194856,0.45298593951512983,0.45724524476669504,0.4437024029370608,0.4727145193866838,0.47294028387186376,0.4904027166981573,0.504938557436328,0.5104170875866462,0.5039633843239788,0.5201349704859989,0.5213096033625126,0.5255772608051984,0.8091579947412179,1.3166956110149226,1.223063925244467,1.283722824460804,1.2269074012495165,1.2572469288799755,1.2571481102243305,1.249629689210475,1.2556788064755053,1.1923658583581649,1.2440041465711955,1.2673885736718804,1.2053183188946124,1.2028851572997847,1.1622359561407514,1.1652670584821379,1.1537372211137435,1.1877660401126482,1.1297140809497719,1.200496941843918,1.1633535842504017,1.2006434419019743,1.1962469650534657,1.1980107186206814,1.149977638824013,1.1324912789524875,1.1365535507655369,1.1548902166173778,1.1486325102150263,1.1480134375482318,1.1387461684897167,1.1644235458455254,1.1311004660021178,1.1512820342843182,1.1255500760291899,1.1139869120462669,1.1110025842096054,1.1113706708796007,1.1045142325523534,1.0938684780954862,1.0873258772166194,1.1043255422848022,1.1332881228152134,1.0924210177139457,1.1078029562812466,1.090880107445302,1.0893574429719297,1.1213783232445464,1.098572175689273,1.1090544391964796,1.086073346629082,1.0817734551887532,1.0823892259499412,1.0733973734039075,1.0745507629091402,1.0792477283652153,1.055976131424943,1.094868153209857,1.1162924014630877,1.0925220539505085,1.1065962655345956,1.0824811803655539,1.0978826667369834,1.1043817184267108,1.1091510336240635,1.111033758412261,1.1132304630364218,1.1270822221270413,1.1170077926694326,1.1352172531926057,1.1813946316942203,1.1347154734011216,1.131859613940501,1.151754710469937,1.1155748215744603,1.1946691283265687,1.1984026178910834,1.2285236482884465,1.1893869627896512
median_env_ch2,0.43464996941763034,0.4333908920940832,0.43658786095567953,0.4331211678998029,0.42929764654513314,0.42638944809190954,0.42579703427078563,0.41708993296939545,0.4239904824303415,0.41829994425440864,0.4117714045760279,0.42550041304373404,0.4138769041435507,0.4279785920167062,0.41903541151420876,0.42213492088197113,0.41431413115838284,0.41098589312100514,0.4272982397901407,0.4192769264189376,0.41532294901046046,0.4201705049789005,0.4053782466258928,0.41333137559386046,0.4253910955914496,0.4236211996007594,0.43578821694414577,0.42502093663168095,0.4473868842468692,0.4490964786568614,0.4430315467740824,0.4601559857529971,0.43631988255905724,0.4675124290721633,0.4677232022407186,0.48942009259942554,0.5040041995843806,0.5150544604102971,0.5015020230979216,0.5122018941467406,0.5174538981272213,0.5270134798377244,0.7761291237196686,1.2667498513637954,1.2211578090159843,1.2660392496913837,1.202970774117344,1.2605683827645855,1.2520562767855776,1.241161508528113,1.2423999585239103,1.1757899721376546,1.2361371436465842,1.2548710687771436,1.22323748210737,1.1926791718376415,1.159546708368489,1.1567382901942385,1.159820906148049,1.197684365251287,1.1091965521206149,1.185241397043798,1.1656924597128704,1.1820028438757588,1.1828266251554853,1.1869329039911407,1.1274112791872064,1.1205503796436345,1.123545120020637,1.1446462203231218,1.1381821828851253,1.127924455957713,1.1272778927362213,1.1565520968036211,1.1254367532454284,1.1473145302150403,1.1227089873753218,1.1050413708049303,1.1017707063920272,1.0890120301581838,1.0728348068362479,1.0921629405995503,1.085214101270503,1.0971209476767574,1.103913929624837,1.0738957096607558,1.0911067937840428,1.0832591494216088,1.0870381755219523,1.11355791423389,1.093505018894017,1.113435979260451,1.0654697307176686,1.0670354688218544,1.0899426241555457,1.046588459556593,1.0649396812915257,1.0556241428242923,1.0634669865074775,1.0547347159801155,1.0845997323074947,1.0774749227337028,1.0908883384166188,1.063473929495815,1.0788697545420567,1.0809224561193198,1.0894072023383636,1.1112539079800727,1.1005495927880937,1.1007982144482216,1.1013421670531913,1.1063820625370568,1.1551416991634746,1.117967523188957,1.1112187935006115,1.1082495814067075,1.0935365397594858,1.1614571194048677,1.1738741627938767,1.2096029785068287,1.1414119692487397
max_env_ch1,1.9369496892046723,2.3363220526104436,2.002870225455849,1.935864612687529,2.097637703973318,2.049272016733646,1.9538346457821278,2.1251799517843137,1.984490473403782,1.9806587797673565,2.0447888261573777,2.0426952306659834,2.137387016439825,1.930243474221917,2.0560270311740068,1.9377833790932641,2.231109886830352,2.0889854678335844,1.989066230299004,2.0269270860294366,2.02118383486883,1.9500018493437379,1.817144179012575,2.0109542620890575,2.1442736267584155,1.975738620906606,2.0282741357367153,2.080183039233267,2.0123471388978302,2.2143563546279976,2.114999256718248,2.156133635011226,2.155352617093906,2.2779783664820785,2.2618923448867365,2.356875925390237,2.3381359505998502,2.308047572518781,2.5276963446170218,2.3756293902827426,2.3968124746700155,2.441973161348897,5.56439635709446,6.485465234158535,6.253734269999341,7.369283385569118,6.241315712437526,5.865015702021173,6.645882282562856,6.081902820071642,6.544760335749519,5.8392696195882,6.152446098944217,6.745872375930813,6.0502460660685715,5.95287426663758,6.128826519299575,6.02144756159028,5.74415243012024,5.699034520027905,6.523482599157767,5.943639451181998,5.443265878573038,6.4847881060622266,5.8437136788911825,5.827552427396561,5.890620095810488,5.717574327957411,5.9292589803571785,5.963090271770561,6.269382764374607,6.3343946965642814,5.673363537207724,5.756252267016183,5.443530193860388,6.486215656621707,5.511250284238907,5.34772286595367,6.293197304970709,6.4184816435404715,5.849991402590592,5.571404845454761,5.422282796339553,5.992980251467132,6.282960860451039,5.580107743904043,5.802350898632897,5.666505345614742,5.206392402838668,5.5696364565436225,6.787003641808593,6.046439940402504,6.816825811294996,5.232678929758811,5.188801967346994,5.725867749072417,5.453411269123291,6.1770783180783635,5.231505531335745,6.488764622012582,6.454951070194511,5.5242976995764925,5.793165901233741,5.777965597167018,5.296542054580159,6.944555668273891,5.773597518135283,5.888297177976487,6.2359158680506805,6.629905513556931,7.350127849456414,6.82716676266206,8.345715162344264,6.993528795145509,6.126797596335865,7.389410586688585,6.867593806578907,7.246709367125975,6.567236562440394,6.489870399363223,7.783106956939545
mean_env_ch1,1.6628447296566762,1.6954916839830183,1.7112908295003428,1.6988770360960108,1.6944129245044866,1.7064265237955927,1.6764756065656838,1.6574468668512798,1.6798050814616745,1.630800507751977,1.6339273150680935,1.6705337556546178,1.637952247284859,1.685445720257328,1.647935777436806,1.666570442739221,1.6302860799244574,1.6116190769130205,1.6186756400788496,1.6211339752033147,1.6381314477324802,1.6429083254832666,1.565615557305361,1.6270794058086941,1.6612511265633043,1.6591129411152723,1.7187899605647199,1.700203039688558,1.751399304669116,1.7585031957457455,1.7761707832032387,1.7887526939824567,1.7415086700170228,1.844796081168633,1.870227787339226,1.928958753692723,2.0018900935376944,1.9961669014254635,1.9958777711305191,2.052414476167929,2.04220177145453,2.079896816510741,3.2366319789648714,5.26678244405969,4.892255700977868,5.134891297843216,4.907629604998066,5.028987715519902,5.028592440897322,4.9985187568419,5.022715225902021,4.7694634334326595,4.976016586284782,5.069554294687522,4.8212732755784495,4.811540629199139,4.6489438245630055,4.661068233928551,4.614948884454974,4.751064160450593,4.5188563237990875,4.801987767375672,4.653414337001607,4.802573767607897,4.784987860213863,4.792042874482726,4.599910555296052,4.52996511580995,4.5462142030621475,4.619560866469511,4.594530040860105,4.592053750192927,4.554984673958867,4.657694183382102,4.524401864008471,4.605128137137273,4.5022003041167595,4.4559476481850675,4.444010336838422,4.445482683518403,4.4180569302094135,4.375473912381945,4.349303508866478,4.417302169139209,4.533152491260854,4.369684070855783,4.431211825124986,4.363520429781208,4.357429771887719,4.485513292978186,4.394288702757092,4.4362177567859185,4.344293386516328,4.327093820755013,4.329556903799765,4.29358949361563,4.298203051636561,4.316990913460861,4.223904525699772,4.379472612839428,4.465169605852351,4.370088215802034,4.426385062138382,4.329924721462215,4.391530666947934,4.417526873706843,4.436604134496254,4.444135033649044,4.452921852145687,4.508328888508165,4.4680311706777305,4.540869012770423,4.725578526776881,4.538861893604486,4.527438455762004,4.607018841879748,4.462299286297841,4.778676513306275,4.7936104715643335,4.914094593153786,4.757547851158605
