,8/28/2023 0:00,8/28/2023 0:15,8/28/2023 0:30,8/28/2023 0:45,8/28/2023 1:00,8/28/2023 1:15,8/28/2023 1:30,8/28/2023 1:45,8/28/2023 2:00,8/28/2023 2:15,8/28/2023 2:30,8/28/2023 2:45,8/28/2023 3:00,8/28/2023 3:15,8/28/2023 3:30,8/28/2023 3:45,8/28/2023 4:00,8/28/2023 4:15,8/28/2023 4:30,8/28/2023 4:45,8/28/2023 5:00,8/28/2023 5:15,8/28/2023 5:30,8/28/2023 5:45,8/28/2023 6:00,8/28/2023 6:15,8/28/2023 6:30,8/28/2023 6:45,8/28/2023 7:00,8/28/2023 7:15,8/28/2023 7:30,8/28/2023 7:45,8/28/2023 8:00,8/28/2023 8:15,8/28/2023 8:30,8/28/2023 8:45,8/28/2023 9:00,8/28/2023 9:15,8/28/2023 9:30,8/28/2023 9:45,8/28/2023 10:00,8/28/2023 10:15,8/28/2023 10:30,8/28/2023 10:45,8/28/2023 11:00,8/28/2023 11:15,8/28/2023 11:30,8/28/2023 11:45,8/28/2023 12:00,8/28/2023 12:15,8/28/2023 12:30,8/28/2023 12:45,8/28/2023 13:00,8/28/2023 13:15,8/28/2023 13:30,8/28/2023 13:45,8/28/2023 14:00,8/28/2023 14:15,8/28/2023 14:30,8/28/2023 14:45,8/28/2023 15:00,8/28/2023 15:15,8/28/2023 15:30,8/28/2023 15:45,8/28/2023 16:00,8/28/2023 16:15,8/28/2023 16:30,8/28/2023 16:45,8/28/2023 17:00,8/28/2023 17:15,8/28/2023 17:30,8/28/2023 17:45,8/28/2023 18:00,8/28/2023 18:15,8/28/2023 18:30,8/28/2023 18:45,8/28/2023 19:00,8/28/2023 19:15,8/28/2023 19:30,8/28/2023 19:45,8/28/2023 20:00,8/28/2023 20:15,8/28/2023 20:30,8/28/2023 20:45,8/28/2023 21:00,8/28/2023 21:15,8/28/2023 21:30,8/28/2023 21:45,8/28/2023 22:00,8/28/2023 22:15,8/28/2023 22:30,8/28/2023 22:45,8/28/2023 23:00,8/28/2023 23:15,8/28/2023 23:30,8/28/2023 23:45,8/29/2023 0:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0,0.073712178,0.092770483,0.100545108,0,0.086008493,0.09431849,0,0,0.080439362,0.082866708,0.09010307,0,0,0.083471056,0.095610753,0.127197353,0.085947828,0,0.114743382,0.083724499,0.110117419,0.113071952,0.08177144,0.114685227,0,0.094999189,0.08841222,0,0.122310551,0.153289558,0.126232813,0.113480751,0,0.093096028,0.104315943,0.088211081,0.067324792,0,0,0.081439356,0.109183807,0.066753067,0.106414253,0.071661579,0.082804181,0.077640439,0.084591989,0,0.1162078,0.072723521,0.097838723,0,0,0,0.07234539,0,0,0,0,0,0,0,0,0,0.075967269,0,0,0,0,0,0,0,0.070312189,0,0,0,0,0,0,0,0,0,0.086403224,0,0,0,0.094581986,0.109337,0.052846271,0.095637427,0,0,0.077906313,0.070223806,0.090619534,0.067017139
mean_env_ch4,0,0.073712178,0.08697523,0.096447951,0,0.076946611,0.09431849,0,0,0.080439362,0.081199824,0.076126822,0,0,0.083471056,0.095610753,0.100964656,0.085947828,0,0.114743382,0.083724499,0.089076262,0.101127442,0.08177144,0.099550584,0,0.094670912,0.08841222,0,0.122310551,0.106060617,0.101086384,0.105535833,0,0.093096028,0.104315943,0.088211081,0.065680006,0,0,0.080289688,0.096153456,0.066753067,0.079386001,0.071661579,0.082804181,0.077640439,0.082443778,0,0.103085385,0.072723521,0.080770848,0,0,0,0.07234539,0,0,0,0,0,0,0,0,0,0.075967269,0,0,0,0,0,0,0,0.070312189,0,0,0,0,0,0,0,0,0,0.086403224,0,0,0,0.094581986,0.109337,0.052846271,0.095637427,0,0,0.077906313,0.061880555,0.080805185,0.067017139
median_env_ch4,0,0.073712178,0.08697523,0.096447951,0,0.07300285,0.09431849,0,0,0.080439362,0.081199824,0.073348158,0,0,0.083471056,0.095610753,0.091249641,0.085947828,0,0.114743382,0.083724499,0.091441045,0.09838641,0.08177144,0.099550584,0,0.094670912,0.08841222,0,0.122310551,0.083269057,0.09870596,0.111001831,0,0.093096028,0.104315943,0.088211081,0.065680006,0,0,0.080289688,0.096153456,0.066753067,0.083178082,0.071661579,0.082804181,0.077640439,0.082443778,0,0.103040726,0.072723521,0.080770848,0,0,0,0.07234539,0,0,0,0,0,0,0,0,0,0.075967269,0,0,0,0,0,0,0,0.070312189,0,0,0,0,0,0,0,0,0,0.086403224,0,0,0,0.094581986,0.109337,0.052846271,0.095637427,0,0,0.077906313,0.061880555,0.080805185,0.067017139
max_env_ch3,0.384542839,0.36016561,0.391412506,0.537523321,0.431039981,0.431965557,0.397256922,0.370784331,0.364230482,0.399842706,0.360998128,0.433067819,0.363897475,0.46567816,0.405592588,0.435590536,0.508789412,0.398743589,0.399652505,0.458973529,0.380453374,0.440469675,0.45228781,0.355118967,0.45874091,0.366675472,0.474317091,0.408752546,0.486917531,0.489242205,0.613158232,0.504931254,0.453923004,0.435514714,0.414026545,0.417263773,0.39215689,0.391664699,0.451718166,0.363365657,0.434692847,0.436735227,0.344552816,0.425657013,0.46212247,0.344787518,0.349670763,0.426619635,0.477771765,0.595373383,0.297000585,0.391354892,0.331261449,0.293437769,0.275340142,0.289381559,0.250462645,0.265508102,0.28496544,0.267142324,0.274273271,0.281925963,0.266395724,0.300826498,0.281201294,0.303869074,0.236731099,0.26388511,0.255984037,0.313343233,0.220972932,0.226170753,0.261958295,0.281248755,0.28542851,0.248256436,0.318069502,0.329609119,0.289187711,0.287966035,0.338772566,0.287332115,0.323417146,0.345612895,0.297222419,0.321040113,0.305345192,0.378327943,0.437347998,0.373859284,0.382549708,0.338479124,0.324593459,0.311625254,0.405399339,0.362478135,0.298138672
mean_env_ch3,0.253454606,0.255406874,0.272715119,0.274135324,0.26549411,0.275520634,0.276823999,0.256540556,0.250618901,0.266247308,0.274791283,0.262609093,0.268782123,0.281938354,0.263346657,0.277990914,0.286084715,0.277158642,0.264330426,0.276467394,0.272233956,0.26568311,0.288911004,0.274389429,0.267873353,0.255229793,0.288197779,0.271730653,0.263763465,0.277166405,0.285806953,0.299667907,0.289616633,0.284338223,0.266703898,0.265406981,0.258242764,0.266113243,0.279244387,0.258900583,0.274015546,0.274051595,0.267619774,0.27354109,0.2911402,0.266811061,0.264609383,0.282353455,0.292008174,0.378036622,0.228651364,0.243842506,0.231388399,0.222009497,0.231408443,0.215886952,0.205124185,0.2069955,0.23139356,0.207934557,0.208952478,0.215603607,0.208516947,0.214307974,0.208281779,0.20918224,0.194004528,0.195544331,0.191293452,0.213618615,0.173370003,0.180141058,0.196088199,0.201848398,0.203899309,0.196642169,0.22407476,0.232701398,0.220545259,0.221669104,0.229197483,0.228099883,0.216925102,0.225743849,0.218871241,0.215491724,0.228202795,0.225201905,0.240005071,0.231311328,0.225988505,0.223254755,0.221574894,0.227426658,0.224140156,0.228649583,0.216276339
median_env_ch3,0.25554234,0.244163285,0.263232176,0.253690298,0.260101064,0.26132386,0.268301359,0.245633572,0.252445485,0.258747642,0.27561781,0.251664094,0.263919185,0.260160807,0.259354303,0.273597601,0.275183406,0.267771723,0.266267562,0.279771945,0.267712739,0.262096803,0.281335687,0.273223615,0.257795987,0.252923982,0.284490289,0.271309095,0.253600319,0.26622581,0.26780746,0.289762243,0.277764604,0.269503232,0.252558782,0.26210684,0.257529742,0.270929715,0.267080868,0.257382179,0.272449188,0.268488171,0.26998433,0.2729659,0.281481593,0.266710572,0.260797745,0.275110467,0.284443972,0.365641684,0.225324968,0.231849549,0.208615336,0.215749379,0.229364946,0.207750662,0.20662751,0.196987243,0.236455867,0.207070479,0.205956485,0.212154081,0.206531539,0.211897919,0.21074441,0.20292002,0.193109554,0.189241961,0.189680977,0.207611539,0.166990394,0.178257648,0.192934045,0.206877829,0.204654356,0.194536631,0.224213037,0.229325889,0.220936315,0.218591124,0.221487141,0.222896443,0.211917239,0.218415485,0.214859033,0.206241783,0.220132561,0.221500932,0.23616266,0.228400234,0.214876258,0.217393625,0.21383732,0.226668474,0.209990088,0.22489379,0.214704054
max_env_ch2,1.538171356,1.44066244,1.565650024,2.150093286,1.724159925,1.727862227,1.589027687,1.483137322,1.456921928,1.599370823,1.443992512,1.732271276,1.455589899,1.862712641,1.622370352,1.742362144,2.035157649,1.594974357,1.59861002,1.835894116,1.521813497,1.7618787,1.80915124,1.420475867,1.83496364,1.466701887,1.897268365,1.635010182,1.947670124,1.956968821,2.452632927,2.019725015,1.815692014,1.742058855,1.656106178,1.669055093,1.568627561,1.566658797,1.806872666,1.453462629,1.738771388,1.746940908,1.378211265,1.702628052,1.848489879,1.379150072,1.39868305,1.70647854,1.911087058,2.381493531,1.188002339,1.565419566,1.325045797,1.173751075,1.101360569,1.157526235,1.037070821,1.062032407,1.145934616,1.068569295,1.097093085,1.127703851,1.065582896,1.203305991,1.124805175,1.215476296,0.946924395,1.055540442,1.023936147,1.253372933,0.883891728,0.904683012,1.04783318,1.124995021,1.141714039,0.993025744,1.272278007,1.318436477,1.156750842,1.151864139,1.355090265,1.14932846,1.293668582,1.38245158,1.188889675,1.284160451,1.221380768,1.513311774,1.749391992,1.495437135,1.530198832,1.353916497,1.298373836,1.246501015,1.621597357,1.44991254,1.192554689
mean_env_ch2,0.927841918,0.963424446,1.065907512,1.043841033,1.025115165,1.068250647,1.047273639,0.987112291,0.961638674,1.02664056,1.03593716,1.029806911,1.04601364,1.051612157,1.010937615,1.076032447,1.105195294,1.058988774,1.005392457,1.053966994,1.052717336,1.02813749,1.14710044,1.027483742,1.045240363,0.980058531,1.097709191,1.045986845,1.009849462,1.062110965,1.063698256,1.152789841,1.141081336,1.08285769,0.982447765,1.010397677,0.964726122,1.036971734,1.072019876,0.977643319,1.061319578,1.074945653,1.048850372,1.093585532,1.136409235,1.002365763,1.019778148,1.10006803,1.139210159,1.480352701,0.82883456,0.880826011,0.824783474,0.818207057,0.82994253,0.741769213,0.749228142,0.712617308,0.829405527,0.761387358,0.766876283,0.749576277,0.73951674,0.729081079,0.732892379,0.707010731,0.658643329,0.705641308,0.683084209,0.718487248,0.607271785,0.634321054,0.690448357,0.693611154,0.693249811,0.723788786,0.822547199,0.842280801,0.82951592,0.819218276,0.836748792,0.811184632,0.801049634,0.820605792,0.794159754,0.803499607,0.837098749,0.828627624,0.870069965,0.856412818,0.844842123,0.811673766,0.802705503,0.833916359,0.808665954,0.845814536,0.835688056
median_env_ch2,0.891816524,0.931062239,1.041647785,0.990424697,1.015253108,1.032690265,1.016616391,0.948302419,0.96497757,1.009709767,1.037765671,1.004786599,1.014760055,1.00184602,0.995176809,1.064462719,1.064960937,1.006218178,0.959519509,1.051232678,1.02408054,0.99034796,1.123816829,1.021200132,0.988374454,0.990683856,1.076894574,1.013442697,0.999350334,1.034206869,1.037887811,1.11695394,1.099888599,1.00661467,0.926135694,1.012392516,0.938264931,1.057094933,1.026062234,0.950892009,1.081872668,1.030599503,1.055068873,1.087659369,1.098063482,1.010145389,1.008629678,1.080674449,1.092834531,1.44548462,0.812459309,0.841471996,0.808504179,0.793190388,0.813252859,0.716381145,0.742272341,0.697120033,0.803787909,0.755542492,0.758858122,0.732295515,0.735387521,0.732874193,0.715624151,0.658547717,0.642758217,0.67832769,0.668986357,0.691245542,0.607250942,0.617414557,0.677927279,0.67662856,0.671712182,0.729853285,0.8261308,0.823113885,0.805867574,0.800997024,0.820186911,0.797881972,0.78675347,0.822444792,0.783325492,0.779697199,0.820650972,0.822297452,0.846764824,0.845944531,0.803936694,0.77495297,0.801821521,0.812005505,0.767389428,0.813268173,0.83803231
max_env_ch1,6.152685422,5.762649762,6.262600096,8.600373142,6.896639699,6.911448909,6.35611075,5.93254929,5.827687713,6.397483293,5.775970047,6.929085106,5.822359597,7.450850563,6.489481409,6.969448577,8.140630597,6.379897426,6.39444008,7.343576466,6.087253989,7.0475148,7.23660496,5.681903467,7.339854559,5.866807548,7.589073462,6.540040729,7.790680497,7.827875285,9.810531709,8.078900062,7.262768057,6.96823542,6.624424712,6.676220371,6.274510243,6.266635189,7.227490664,5.813850515,6.955085551,6.987763632,5.512845061,6.810512207,7.393959518,5.516600287,5.594732202,6.82591416,7.644348233,9.525974124,4.752009356,6.261678265,5.300183187,4.695004299,4.405442275,4.630104938,4.148283282,4.248129629,4.583738462,4.274277178,4.388372341,4.510815404,4.262331585,4.813223965,4.4992207,4.861905185,3.787697582,4.222161767,4.095744586,5.013491731,3.535566911,3.618732048,4.191332719,4.499980083,4.566856157,3.972102975,5.089112028,5.273745908,4.627003369,4.607456556,5.42036106,4.597313839,5.174674328,5.529806319,4.755558701,5.136641805,4.885523071,6.053247095,6.997567969,5.98174854,6.120795328,5.415665988,5.193495344,4.986004059,6.486389429,5.79965016,4.770218757
mean_env_ch1,3.711367673,3.853697785,4.263630049,4.175364131,4.100460658,4.27300259,4.189094555,3.948449162,3.846554697,4.106562239,4.143748641,4.119227643,4.184054562,4.206448626,4.043750459,4.304129788,4.420781178,4.235955097,4.021569828,4.215867975,4.210869345,4.11254996,4.588401761,4.109934969,4.18096145,3.920234125,4.390836765,4.183947382,4.039397847,4.248443859,4.254793024,4.611159364,4.564325344,4.331430761,3.929791058,4.041590709,3.858904488,4.147886936,4.288079502,3.910573278,4.245278312,4.299782611,4.19540149,4.374342128,4.54563694,4.009463051,4.079112593,4.400272119,4.556840636,5.921410806,3.315338239,3.523304043,3.299133895,3.272828226,3.319770119,2.967076851,2.996912566,2.850469232,3.317622109,3.045549431,3.067505134,2.998305107,2.958066959,2.916324317,2.931569515,2.828042922,2.634573317,2.822565234,2.732336838,2.873948993,2.429087139,2.537284215,2.761793426,2.774444616,2.772999243,2.895155146,3.290188798,3.369123202,3.31806368,3.276873104,3.346995168,3.244738527,3.204198537,3.282423169,3.176639016,3.213998428,3.348394995,3.314510496,3.480279859,3.425651274,3.379368492,3.246695063,3.210822013,3.335665436,3.234663815,3.383258145,3.342752226
median_env_ch1,3.567266096,3.724248956,4.16659114,3.961698786,4.061012432,4.130761062,4.066465564,3.793209677,3.85991028,4.03883907,4.151062683,4.019146395,4.059040221,4.00738408,3.980707237,4.257850878,4.259843749,4.024872712,3.838078037,4.204930711,4.096322159,3.961391839,4.495267317,4.084800529,3.953497815,3.962735422,4.307578295,4.053770787,3.997401338,4.136827477,4.151551244,4.46781576,4.399554398,4.026458682,3.704542776,4.049570065,3.753059724,4.228379733,4.104248937,3.803568038,4.327490671,4.12239801,4.220275493,4.350637476,4.392253928,4.040581557,4.034518712,4.322697796,4.371338123,5.781938479,3.249837235,3.365887985,3.234016715,3.172761551,3.253011435,2.865524579,2.969089365,2.788480133,3.215151636,3.022169969,3.035432486,2.929182058,2.941550084,2.931496771,2.862496602,2.634190868,2.571032868,2.71331076,2.675945428,2.764982168,2.429003767,2.469658228,2.711709115,2.706514238,2.686848727,2.919413139,3.304523201,3.292455542,3.223470298,3.203988095,3.280747644,3.191527889,3.147013878,3.289779166,3.133301967,3.118788798,3.282603889,3.289189807,3.387059295,3.383778126,3.215746774,3.099811879,3.207286085,3.248022021,3.06955771,3.253072691,3.352129239
