,03/18/23 13:40:00,03/18/23 14:00:00,03/18/23 14:15:00,03/18/23 14:30:00,03/18/23 14:45:00,03/18/23 15:00:00,03/18/23 15:15:00,03/18/23 15:30:00,03/18/23 15:45:00,03/18/23 16:00:00,03/18/23 16:15:00,03/18/23 16:30:00,03/18/23 16:45:00,03/18/23 17:00:00,03/18/23 17:15:00,03/18/23 17:30:00,03/18/23 17:45:00,03/18/23 18:00:00,03/18/23 18:15:00,03/18/23 18:30:00,03/18/23 18:45:00,03/18/23 19:00:00,03/18/23 19:15:00,03/18/23 19:30:00,03/18/23 19:45:00,03/18/23 20:00:00,03/18/23 20:15:00,03/18/23 20:30:00,03/18/23 20:45:00,03/18/23 21:00:00,03/18/23 21:15:00,03/18/23 21:30:00,03/18/23 21:45:00,03/18/23 22:00:00,03/18/23 22:15:00,03/18/23 22:30:00,03/18/23 22:45:00,03/18/23 23:00:00,03/18/23 23:15:00,03/18/23 23:30:00,03/18/23 23:45:00,03/19/23 00:00:00,03/19/23 00:15:00,03/19/23 00:30:00,03/19/23 00:45:00,03/19/23 01:00:00,03/19/23 01:15:00,03/19/23 01:30:00,03/19/23 01:45:00,03/19/23 02:00:00,03/19/23 02:15:00,03/19/23 02:30:00,03/19/23 02:45:00,03/19/23 03:00:00,03/19/23 03:15:00,03/19/23 03:30:00,03/19/23 03:45:00,03/19/23 04:00:00,03/19/23 04:15:00,03/19/23 04:30:00,03/19/23 04:45:00,03/19/23 05:00:00,03/19/23 05:15:00,03/19/23 05:30:00,03/19/23 05:45:00,03/19/23 06:00:00,03/19/23 06:15:00,03/19/23 06:30:00,03/19/23 06:45:00,03/19/23 07:00:00,03/19/23 07:15:00,03/19/23 07:30:00,03/19/23 07:45:00,03/19/23 08:00:00,03/19/23 08:15:00,03/19/23 08:30:00,03/19/23 08:45:00,03/19/23 09:00:00,03/19/23 09:15:00,03/19/23 09:30:00,03/19/23 09:45:00,03/19/23 10:00:00,03/19/23 10:15:00,03/19/23 10:30:00,03/19/23 10:45:00,03/19/23 11:00:00,03/19/23 11:15:00,03/19/23 11:30:00,03/19/23 11:45:00,03/19/23 12:00:00,03/19/23 12:15:00,03/19/23 12:30:00,03/19/23 12:45:00,03/19/23 13:00:00,03/19/23 13:15:00,03/19/23 13:30:00,04/14/23 16:29:00,04/14/23 16:30:00,04/14/23 16:31:00,04/14/23 16:32:00,04/14/23 16:40:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213036501999587,0.0,0.12824644781893182
mean_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213036501999587,0.0,0.09937936941410391
median_env_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213036501999587,0.0,0.09937936941410391
max_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030708776828805434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329815228723832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033727274700154235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13371249515657638,0.0,0.286622156908943,0.28640727616661493,0.29021536166183687,0.2924860464623017,0.5129857912757273
mean_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030708776828805434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329815228723832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033727274700154235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13371249515657638,0.0,0.23455066894840404,0.2373688843573416,0.24105675195916726,0.23429272974584212,0.2448728031803431
median_env_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030708776828805434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329815228723832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033727274700154235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13371249515657638,0.0,0.23233707097536332,0.2350958050348826,0.23882100328558029,0.23001379007956324,0.23588818313112983
max_env_ch2,0.08589781962920713,0.0944305338345875,0.09985539708519962,0.09552840344168115,0.09767256140239133,0.12136270271079139,0.10753878357139997,0.0945636177329645,0.113788718269281,0.1110222953072642,0.11657242820540181,0.12283510731522174,0.11208912374161653,0.09141410344454061,0.11825844264659857,0.12176621577357552,0.22591570283725765,0.2393191259585963,0.2596969483080544,0.1731926091489533,0.12700439473876787,0.11077724909993028,0.10432760589745027,0.1204661765410608,0.12314470966332604,0.10619651236796211,0.1263578709931813,0.09838563415089958,0.09177582752561636,0.10107352384847774,0.10388588370862674,0.10067709684690627,0.09915049811145973,0.0907676731256762,0.10919914258829565,0.11387068036404628,0.15509137612207233,0.1065535709165642,0.12175673871881931,0.10647602633069125,0.12164085333444727,0.11856575087993092,0.10725950806522964,0.13455888189057716,0.09798298422293394,0.1280353352393639,0.13822858922919376,0.1304208891205673,0.1064429522608852,0.10771962019655106,0.11272701507735366,0.13490909880061694,0.13007008275285983,0.09373426628981975,0.11995044587470756,0.10365580857830252,0.1077272594856476,0.14402038886822557,0.1176046354752837,0.0,0.0,0.11278089078360484,0.10983349617149255,0.12968421884765893,0.0,0.1206273834164464,0.1343926668548384,0.11416676212511322,0.10620036043888645,0.0,0.0,0.0,0.0,0.09676153066386578,0.10569559861226334,0.0,0.10800449207026572,0.0,0.0954680886382839,0.0,0.08921145205336779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161430052338944,0.0,0.0630427653870723,0.5348499806263055,0.06384951367885906,1.146488627635772,1.1456291046664597,1.1608614466473475,1.1699441858492068,2.051943165102909
mean_env_ch2,0.08589781962920713,0.08543923032397782,0.09985539708519962,0.09425155210417971,0.08961550608933877,0.1038157700230637,0.10108292248067152,0.0945636177329645,0.10222033047610235,0.10857454137285784,0.1089663242344991,0.1070777214851674,0.11107455441157081,0.08842034740690523,0.11336894682692875,0.10773401802254907,0.14156223234823342,0.19197951059684729,0.15832472362439742,0.13533469010317387,0.12172109165849783,0.10086616079650057,0.09699165464406047,0.11171808855248001,0.11452644097426223,0.10219034648641633,0.1049467008169285,0.08647637188782858,0.09177582752561636,0.09263211317821451,0.10388588370862674,0.10067709684690627,0.09650537846541345,0.0907676731256762,0.1011099233172236,0.09897959705598058,0.14051977673262106,0.10470568886360344,0.11371449936624049,0.10647602633069125,0.10636948268784534,0.10911226562920061,0.10725950806522964,0.10937674637780252,0.09798298422293394,0.11214801506885898,0.11701115741632787,0.1193831085654451,0.09918558716966107,0.09572185854153847,0.10126634987693613,0.11165900612088642,0.11837824454004088,0.09373426628981975,0.10938074074385844,0.10365580857830252,0.10458984264137862,0.13158193793357764,0.104863188410653,0.0,0.0,0.10392610078735787,0.10959927593720376,0.1062814897324801,0.0,0.10982406280809737,0.11432601066427706,0.11036853186831969,0.10582558126351456,0.0,0.0,0.0,0.0,0.0942812695783462,0.10569559861226334,0.0,0.10586409484936603,0.0,0.0954680886382839,0.0,0.08921145205336779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161430052338944,0.0,0.0630427653870723,0.16195516672891355,0.06384951367885906,0.9015499280741047,0.9218235289323594,0.9340823925564679,0.9016195837213653,0.9185323652742458
median_env_ch2,0.08589781962920713,0.08543923032397782,0.09985539708519962,0.09425155210417971,0.08961550608933877,0.09907298489333252,0.10208977903158156,0.0945636177329645,0.10116940153573079,0.1107082519244721,0.11257274694357322,0.10442244663767261,0.11163155476751417,0.08876190352911814,0.11336894682692875,0.10874095586466684,0.1432205107148826,0.1853847137770434,0.15921879476567624,0.12342548487815767,0.12172109165849783,0.0994864852856173,0.09596368786761221,0.11022171095277271,0.11462848990432406,0.10305469918918508,0.09892632480447207,0.08647637188782858,0.09177582752561636,0.09038186412679274,0.10388588370862674,0.10067709684690627,0.09650537846541345,0.0907676731256762,0.10481258155199542,0.09595301990038749,0.14051977673262106,0.10455081687820417,0.11327462946547312,0.10647602633069125,0.10430605821885713,0.10714059691947642,0.10725950806522964,0.10533548900352953,0.09798298422293394,0.10588444960401405,0.11516726591296228,0.12096288445608952,0.10362808878532008,0.09075303076649821,0.09940655479885248,0.1015533407614364,0.11787402658036239,0.09373426628981975,0.11170284401006059,0.10365580857830252,0.10458984264137862,0.13158193793357764,0.09857400462372724,0.0,0.0,0.10749342456935619,0.10959927593720376,0.1026216458542699,0.0,0.11220628106288202,0.11046309262561699,0.11036853186831969,0.10582558126351456,0.0,0.0,0.0,0.0,0.09640032040264034,0.10569559861226334,0.0,0.10586409484936603,0.0,0.0954680886382839,0.0,0.08921145205336779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161430052338944,0.0,0.0630427653870723,0.09054075246814533,0.06384951367885906,0.9108390683126502,0.9027738213262739,0.9280146939004238,0.8918226200839949,0.8783280937047174
max_env_ch1,0.3474120500404333,0.38026379948169514,0.3994215883407985,0.43869935430606977,0.39069024560956533,0.48545081084316555,0.43015513428559987,0.4721655792043386,0.455154873077124,0.5165861152793864,0.4732263445788405,0.5235418561523656,0.4483564949664661,0.43308844182407424,0.4730337705863943,0.4870648630943021,0.9036628113490306,0.9572765038343852,1.0387877932322176,0.6927704365958132,0.5080175789550715,0.4431089963997211,0.4646288010697162,0.4818647061642432,0.49257883865330415,0.4316283214566756,0.5054314839727252,0.4159608826198765,0.4284378466829046,0.4337807257014003,0.4496332493845711,0.44409394255343065,0.398769398637597,0.43655013942129617,0.4367965703531826,0.4554827214561851,0.6203655044882893,0.4495713616093405,0.5262579949915421,0.5113434251711088,0.4865634133377891,0.47426300351972367,0.4512956580276291,0.5382355275623086,0.4462524316957882,0.5121413409574556,0.552914356916775,0.5216835564822692,0.5300389114668418,0.44935754313632514,0.49819682189734,0.5396363952024678,0.5202803310114393,0.42181497299209114,0.481076441577481,0.46046875864969644,0.4697169215212379,0.5760815554729023,0.5020459068263964,0.43986151227606846,0.49207328851413795,0.4674455658335145,0.5713334361693264,0.5187368753906357,0.42194104613311956,0.4825095336657856,0.5375706674193536,0.4690676168864197,0.46136214428244704,0.42094669810759766,0.4779867192415203,0.44300783966676094,0.44442087364412985,0.4337711756589794,0.42278239444905336,0.44602083476063104,0.43201796828106287,0.42062604878586096,0.3818723545531356,0.411565370788457,0.3705692073246427,0.3802074244322687,0.3445066979185858,0.2997975923079938,0.33027916846228644,0.309977438802601,0.3441112366656578,0.38825358168410196,0.35600948822259115,0.3639271085662387,0.3593817309353011,0.36645720209355775,0.28221410687457776,0.30049357777236274,2.139399922505222,0.3097761041622673,4.585954510543088,4.582516418665839,4.64344578658939,4.679776743396827,8.207772660411637
