,9/14/2023 0:00,9/14/2023 0:15,9/14/2023 0:30,9/14/2023 0:45,9/14/2023 1:00,9/14/2023 1:15,9/14/2023 1:30,9/14/2023 1:45,9/14/2023 2:00,9/14/2023 2:15,9/14/2023 2:30,9/14/2023 2:45,9/14/2023 3:00,9/14/2023 3:15,9/14/2023 3:30,9/14/2023 3:45,9/14/2023 4:00,9/14/2023 4:15,9/14/2023 4:30,9/14/2023 4:45,9/14/2023 5:00,9/14/2023 5:15,9/14/2023 5:30,9/14/2023 5:45,9/14/2023 6:00,9/14/2023 6:15,9/14/2023 6:30,9/14/2023 6:45,9/14/2023 7:00,9/14/2023 7:15,9/14/2023 7:30,9/14/2023 7:45,9/14/2023 8:00,9/14/2023 8:15,9/14/2023 8:30,9/14/2023 8:45,9/14/2023 9:00,9/14/2023 9:15,9/14/2023 9:30,9/14/2023 9:45,9/14/2023 10:00,9/14/2023 10:15,9/14/2023 10:30,9/14/2023 10:45,9/14/2023 11:00,9/14/2023 11:15,9/14/2023 11:30,9/14/2023 11:45,9/14/2023 12:00,9/14/2023 12:15,9/14/2023 12:30,9/14/2023 12:45,9/14/2023 13:00,9/14/2023 13:15,9/14/2023 13:30,9/14/2023 13:45,9/14/2023 14:00,9/14/2023 14:15,9/14/2023 14:30,9/14/2023 14:45,9/14/2023 15:00,9/14/2023 15:15,9/14/2023 15:30,9/14/2023 15:45,9/14/2023 16:00,9/14/2023 16:15,9/14/2023 16:30,9/14/2023 16:45,9/14/2023 17:00,9/14/2023 17:15,9/14/2023 17:30,9/14/2023 17:45,9/14/2023 18:00,9/14/2023 18:15,9/14/2023 18:30,9/14/2023 18:45,9/14/2023 19:00,9/14/2023 19:15,9/14/2023 19:30,9/14/2023 19:45,9/14/2023 20:00,9/14/2023 20:15,9/14/2023 20:30,9/14/2023 20:45,9/14/2023 21:00,9/14/2023 21:15,9/14/2023 21:30,9/14/2023 21:45,9/14/2023 22:00,9/14/2023 22:15,9/14/2023 22:30,9/14/2023 22:45,9/14/2023 23:00,9/14/2023 23:15,9/14/2023 23:30,9/14/2023 23:45,9/15/2023 0:00
mean_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
median_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076631805,0.077061825,0.083306562,0.069265675,0,0,0,0,0.089768667,0.063786772,0,0,0,0,0,0,0,0,0,0,0.052561241,0.045185913,0,0,0,0,0,0,0.10630668,0,0,0,0,0
mean_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064912152,0.077061825,0.073225728,0.069265675,0,0,0,0,0.087518127,0.063786772,0,0,0,0,0,0,0,0,0,0,0.052561241,0.045185913,0,0,0,0,0,0,0.10630668,0,0,0,0,0
median_env_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064912152,0.077061825,0.082080462,0.069265675,0,0,0,0,0.087518127,0.063786772,0,0,0,0,0,0,0,0,0,0,0.052561241,0.045185913,0,0,0,0,0,0,0.10630668,0,0,0,0,0
max_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043868826,0,0.193048664,0.282525647,0.226559994,0.129941303,0.30652722,0.367868785,0.333226248,0.383780848,0.334007628,0.384743323,0.318739828,0.340423869,0.426922422,0.442051047,0.344254779,0.33477484,0.31670707,0.282499711,0.262593108,0.297363258,0.297520926,0.287443341,0.256151103,0.23304926,0.279971467,0.225472475,0.288124627,0.271106811,0.221322414,0.233193425,0.260459834,0.338112997,0.425226719,0.293553808,0.298827078,0.291435403,0.172655727,0.170091823
mean_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043868826,0,0.131618229,0.181946907,0.162634325,0.104435525,0.20174909,0.230830827,0.265233203,0.249614362,0.250299781,0.249351471,0.245086191,0.248433306,0.270069644,0.251558805,0.255241278,0.252956238,0.241647821,0.223854921,0.200694281,0.219043928,0.184079518,0.212722313,0.195978918,0.166189159,0.189831599,0.18015778,0.191019639,0.187764508,0.173656731,0.173255331,0.17955377,0.19066823,0.273234895,0.192143769,0.211713016,0.177294567,0.137027959,0.127875694
median_env_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043868826,0,0.118873305,0.17988589,0.15179455,0.111403417,0.205682559,0.219197249,0.264389918,0.246294534,0.244779883,0.244593253,0.242111787,0.240281725,0.261991314,0.238985215,0.251926222,0.251484579,0.246696026,0.227073958,0.204518229,0.212198387,0.178344295,0.212497633,0.198586015,0.163925521,0.191884118,0.179632081,0.184404442,0.181628216,0.174909915,0.170406206,0.171602748,0.184502312,0.269584469,0.18525329,0.210207282,0.174950773,0.13774009,0.131668777
max_env_ch3,0,0,0,0.046035324,0,0,0,0,0.068787167,0,0.056214502,0.050622411,0.082085992,0,0,0,0,0,0.049612942,0,0.062598789,0.034420265,0.096292294,0,0,0,0,0,0,0,0,0,0,0,0,0.048006392,0,0,0,0,0,0,0,0.040421292,0,0.044634514,0,0,0,0,0,0,0,0,0,0,0.070677844,0.214637938,0.187256917,0.772194654,1.13010259,0.906239976,0.51976521,1.22610888,1.471475142,1.332904993,1.535123392,1.33603051,1.538973291,1.274959312,1.361695476,1.70768969,1.768204187,1.377019117,1.33909936,1.266828278,1.129998844,1.050372431,1.189453032,1.190083702,1.149773363,1.024604411,0.932197039,1.119885869,0.901889902,1.152498509,1.084427245,0.885289655,0.9327737,1.041839337,1.352451987,1.700906877,1.174215233,1.195308311,1.165741612,0.690622909,0.680367293
mean_env_ch3,0,0,0,0.041892855,0,0,0,0,0.068787167,0,0.056214502,0.050622411,0.082085992,0,0,0,0,0,0.049612942,0,0.062598789,0.034420265,0.06885706,0,0,0,0,0,0,0,0,0,0,0,0,0.042577916,0,0,0,0,0,0,0,0.035259995,0,0.044634514,0,0,0,0,0,0,0,0,0,0,0.0569237,0.142265775,0.137184969,0.348508389,0.649674289,0.56406007,0.320171899,0.724125333,0.864809741,1.026330563,0.962802695,0.944700958,0.940645063,0.940404176,0.935562734,1.025313466,0.94050578,0.967057401,0.923700831,0.899794796,0.819575324,0.732773171,0.772775474,0.648605165,0.791767354,0.713112682,0.57774201,0.638101303,0.654373527,0.670931705,0.676233978,0.601796995,0.615802242,0.648116755,0.675985168,1.027317182,0.650658831,0.756466334,0.632339308,0.429745955,0.430602276
median_env_ch3,0,0,0,0.041892855,0,0,0,0,0.068787167,0,0.056214502,0.050622411,0.082085992,0,0,0,0,0,0.049612942,0,0.062598789,0.034420265,0.066168661,0,0,0,0,0,0,0,0,0,0,0,0,0.042577916,0,0,0,0,0,0,0,0.035259995,0,0.044634514,0,0,0,0,0,0,0,0,0,0,0.055605191,0.143000676,0.135830417,0.308551284,0.626936445,0.56209086,0.305948761,0.704742964,0.841775492,1.012508993,0.945785622,0.925862698,0.92496537,0.92522439,0.923265728,0.984976736,0.86561192,0.949574163,0.881547119,0.891998084,0.818714207,0.719407237,0.762757613,0.621183622,0.7869769,0.697549923,0.553766124,0.626533091,0.6604469,0.639804787,0.670095876,0.590726788,0.598779026,0.638764876,0.671645262,1.010959274,0.633449746,0.723960044,0.604548579,0.411574257,0.419897087
max_env_ch2,0.144756685,0.232771004,0.167977906,0.264932707,0.197851986,0.249733316,0.246884847,0.20248571,0.275148667,0.216430372,0.224858007,0.241576301,0.328343967,0.222535462,0.273582638,0.248011766,0.238029099,0.230739105,0.225511279,0.233494232,0.363084922,0.203267232,0.385169178,0.206930871,0.241346521,0.250313766,0.172849783,0.259645752,0.169146388,0.188852258,0.206339436,0.217122053,0.196604541,0.220258635,0.326725885,0.192025569,0.14137915,0.202332924,0.117287261,0.180284005,0.190498911,0.114755765,0.153368056,0.189237454,0.159403604,0.183885118,0.187472711,0.168408901,0.179203858,0.246883887,0.198322732,0.184558892,0.207303524,0.205468075,0.220716265,0.185081023,0.312570347,0.858551754,0.749027668,3.088778617,4.52041036,3.624959905,2.079060842,4.90443552,5.885900568,5.331619974,6.140493568,5.344122041,6.155893166,5.099837248,5.446781903,6.830758759,7.072816748,5.50807647,5.356397441,5.067313113,4.519995377,4.201489723,4.75781213,4.760334809,4.599093454,4.098417642,3.728788157,4.479543476,3.607559606,4.609994038,4.337708978,3.54115862,3.731094802,4.167357347,5.409807946,6.803627509,4.696860931,4.781233242,4.662966449,2.762491637,2.721469174
mean_env_ch2,0.115601316,0.142634902,0.126051511,0.177747854,0.128836537,0.155632783,0.165792186,0.151561758,0.156169495,0.156327554,0.16212848,0.156298106,0.162069995,0.13574048,0.192068205,0.145432457,0.168932609,0.168015458,0.175865674,0.161992315,0.186467146,0.134963312,0.2076483,0.13201756,0.184510794,0.149574905,0.136084841,0.144636032,0.131696349,0.138849902,0.159002593,0.142022923,0.126033435,0.151776355,0.199561958,0.132851906,0.112536717,0.133616944,0.092444936,0.109952743,0.106103877,0.101533944,0.121421503,0.129688564,0.121751174,0.141542642,0.134652252,0.1214891,0.137067632,0.141827356,0.137280682,0.12496406,0.147557152,0.130798712,0.149166333,0.122609327,0.201942239,0.509208373,0.502624277,1.385581447,2.598697156,2.256240281,1.234635683,2.89650133,3.459238965,4.105322252,3.851210779,3.778803831,3.762580251,3.761616704,3.742250936,4.101253865,3.76202312,3.868229605,3.694803324,3.599179183,3.278301295,2.931092686,3.091101898,2.594420661,3.167069416,2.852450729,2.31096804,2.552405211,2.598897744,2.683726818,2.704935911,2.407187978,2.463208968,2.592467022,2.703940673,4.10926873,2.602635325,3.025865336,2.529357233,1.718983822,1.722409103
median_env_ch2,0.108804382,0.141384904,0.127297215,0.17701614,0.127538724,0.156431665,0.154950984,0.149799032,0.15158147,0.153980869,0.161862126,0.146316657,0.152104971,0.132615692,0.182704259,0.136030722,0.174199599,0.162079733,0.172355686,0.164454954,0.182027603,0.128144625,0.190081209,0.128475762,0.181992218,0.142494567,0.137953879,0.139447505,0.134326112,0.139538124,0.158914088,0.137949411,0.121087435,0.147449544,0.188964925,0.134966539,0.110014542,0.127514321,0.086684691,0.095018807,0.096573436,0.106512947,0.114643699,0.127189909,0.124281432,0.141712743,0.131674981,0.121291505,0.12375154,0.132807302,0.133030451,0.126535636,0.144903628,0.125707521,0.138311902,0.115199501,0.196024405,0.510906235,0.480224498,1.230546701,2.507745781,2.24836344,1.189571716,2.818971856,3.36710197,4.050035973,3.783142489,3.703450793,3.699861481,3.700897559,3.693062912,3.939906946,3.462447681,3.798296651,3.526188477,3.567992337,3.274856828,2.877628946,3.051030452,2.484734489,3.1479076,2.790199692,2.215064495,2.506132364,2.576767577,2.559219147,2.680383503,2.362907152,2.395116104,2.555059504,2.686581047,4.043837094,2.533798985,2.895840178,2.418194317,1.646297027,1.67958835
max_env_ch1,0.579026741,0.931084016,0.671911624,1.059730826,0.791407943,0.998933263,0.98753939,0.809942839,1.100594666,0.865721487,0.899432028,0.966305204,1.313375868,0.890141848,1.09433055,0.992047062,0.952116394,0.922956419,0.902045115,0.933976928,1.45233969,0.813068926,1.540676711,0.827723486,0.965386083,1.001255065,0.691399134,1.038583006,0.676585553,0.755409033,0.825357744,0.868488213,0.786418165,0.881034542,1.306903539,0.768102275,0.565516599,0.809331698,0.469149043,0.721136021,0.761995646,0.470126486,0.613472222,0.756949816,0.637614414,0.735540472,0.749890845,0.673635605,0.71681543,0.987535548,0.793290928,0.738235569,0.829214096,0.8218723,0.882865058,0.74032409,1.250281387,3.434207015,2.996110674,12.35511447,18.08164144,14.49983962,8.316243368,19.61774208,23.54360227,21.3264799,24.56197427,21.37648816,24.62357266,20.39934899,21.78712761,27.32303504,28.29126699,22.03230588,21.42558976,20.26925245,18.07998151,16.80595889,19.03124852,19.04133924,18.39637382,16.39367057,14.91515263,17.9181739,14.43023842,18.43997615,17.35083591,14.16463448,14.92437921,16.66942939,21.63923179,27.21451004,18.78744372,19.12493297,18.65186579,11.04996655,10.88587669
mean_env_ch1,0.410374011,0.481949588,0.444254597,0.634379955,0.414496547,0.567264321,0.58400702,0.533699872,0.560020955,0.546184706,0.586210473,0.552228566,0.572891479,0.473162239,0.690904515,0.489849645,0.600664017,0.580387242,0.652218807,0.538237552,0.662341578,0.479458925,0.761515077,0.452293904,0.673053588,0.471889612,0.482411888,0.485740571,0.480074354,0.476878147,0.582758275,0.491855629,0.405393184,0.527701849,0.739055813,0.431436507,0.410037376,0.467716152,0.254962726,0.357197811,0.350107196,0.310448577,0.382209132,0.446416539,0.350674785,0.446888387,0.461112775,0.422924532,0.447689166,0.451541818,0.488893653,0.443928304,0.505725776,0.460877259,0.507763635,0.412059612,0.745808503,2.020232154,2.010497106,5.542325789,10.39478862,9.024961124,4.938542731,11.58600532,13.83695586,16.42128901,15.40484312,15.11521532,15.050321,15.04646682,14.96900374,16.40501546,15.04809248,15.47291842,14.7792133,14.39671673,13.11320518,11.72437074,12.36440759,10.37768264,12.66827766,11.40980292,9.243872159,10.20962084,10.39559098,10.73490727,10.81974364,9.628751914,9.852835872,10.36986809,10.81576269,16.43707492,10.4105413,12.10346134,10.11742893,6.875935286,6.889636413
median_env_ch1,0.396971996,0.464934024,0.428222492,0.602228103,0.405842435,0.566093575,0.564252517,0.530736636,0.554477306,0.527750763,0.587903817,0.52135122,0.540711164,0.454761991,0.687484812,0.460966237,0.564596616,0.554540671,0.634886166,0.524732046,0.625696148,0.458288759,0.733368012,0.431585603,0.66421086,0.426511675,0.480016159,0.471647497,0.471025816,0.45934198,0.581486165,0.467438618,0.391343753,0.525152512,0.708152495,0.40602976,0.403455699,0.455670297,0.238810857,0.34398655,0.322954216,0.309689061,0.370254818,0.427902378,0.328016171,0.426797022,0.449904836,0.416426264,0.445024591,0.42029897,0.477680215,0.425164988,0.496314598,0.446213486,0.488795079,0.402242389,0.740393559,1.995830876,1.920897992,4.922186804,10.03098312,8.993453761,4.758286864,11.27588742,13.46840788,16.20014389,15.13256996,14.81380317,14.79944592,14.80359024,14.77225165,15.75962778,13.84979072,15.19318661,14.10475391,14.27196935,13.09942731,11.51051579,12.20412181,9.938937955,12.5916304,11.16079877,8.860257981,10.02452946,10.30707031,10.23687659,10.72153401,9.45162861,9.580464416,10.22023801,10.74632419,16.17534838,10.13519594,11.58336071,9.67277727,6.585188107,6.718353399
tau,0.449392239,0.449392239,0.448949413,0.594255346,0.399936554,0.503233779,0.532519632,0.503233779,0.503233779,0.503233779,0.532011082,0.503233779,0.503233779,0.448949413,0.594255346,0.448949413,0.532011082,0.532011082,0.594255346,0.503233779,0.594255346,0.448949413,0.662288516,0.448949413,0.594255346,0.448949413,0.449392239,0.449392239,0.449392239,0.448949413,0.532011082,0.448949413,0.399533816,0.475228568,0.627232548,0.399533816,0.399533816,0.448949413,0.295726377,0.376777213,0.376777213,0.334399686,0.399936554,0.448949413,0.376777213,0.448949413,0.448949413,0.448949413,0.448949413,0.448949413,0.376777213,0.448949413,0.475228568,0.475228568,0.475228568,0.448949413,0.448949413,0.532011082,0.813074241,1.200201638,1.974887489,1.512591988,1.040422536,1.808626597,1.973413743,2.880982424,2.880982424,2.546942543,3.36806233,2.880982424,2.766400111,3.869827791,6.694025856,2.655819812,2.247064306,2.343658254,2.247064306,2.247064306,2.061973956,1.808626597,2.061973956,1.88950475,1.582185684,1.582185684,1.582185684,1.582185684,1.582185684,1.379054109,1.444465427,1.379054109,1.444465427,2.060445487,1.379054109,1.580963352,1.444465427,1.091323134,1.091323134
amp_factor,0.255569902,0.255569902,0.255228951,0.373100986,0.218245639,0.297889977,0.321603297,0.297889977,0.297889977,0.297889977,0.321187486,0.297889977,0.297889977,0.255228951,0.373100986,0.255228951,0.321187486,0.321187486,0.373100986,0.297889977,0.373100986,0.255228951,0.432085281,0.255228951,0.373100986,0.255228951,0.255569902,0.255569902,0.255569902,0.255228951,0.321187486,0.255228951,0.217948095,0.275665968,0.401409341,0.217948095,0.217948095,0.255228951,0.145017916,0.201310127,0.201310127,0.171276519,0.218245639,0.255228951,0.201310127,0.255228951,0.255228951,0.255228951,0.255228951,0.255228951,0.201310127,0.255228951,0.275665968,0.275665968,0.275665968,0.255228951,0.255228951,0.321187486,0.570422611,0.966512685,1.897069899,1.32205861,0.796513514,1.684091131,1.895153186,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,2.008616512,1.684091131,2.008616512,1.786867031,1.405089341,1.405089341,1.405089341,1.405089341,1.405089341,1.166531506,1.242078028,1.166531506,1.242078028,2.008616512,1.166531506,1.403619647,1.242078028,0.849732193,0.849732193
